METAPOPULATION MODEL results; Date=8/5/2023 Time=01:24:06
===========================================================
B20




   52 populations (52 included in summation)
 1000 replications;  Duration = 100
===========================================================

Terminal extinction risk

 Threshold  Probability     95% confidence interval
        95       0.0010          0.0000   0.0290
        96       0.0010          0.0000   0.0290
        97       0.0010          0.0000   0.0290
        98       0.0010          0.0000   0.0290
        99       0.0010          0.0000   0.0290
       100       0.0020          0.0000   0.0300
       101       0.0030          0.0000   0.0310
       102       0.0040          0.0000   0.0320
       103       0.0040          0.0000   0.0320
       104       0.0040          0.0000   0.0320
       105       0.0060          0.0000   0.0340
       106       0.0060          0.0000   0.0340
       107       0.0070          0.0000   0.0350
       108       0.0070          0.0000   0.0350
       109       0.0070          0.0000   0.0350
       110       0.0080          0.0000   0.0360
       111       0.0090          0.0000   0.0370
       112       0.0120          0.0000   0.0400
       113       0.0130          0.0000   0.0410
       114       0.0170          0.0000   0.0450
       115       0.0190          0.0000   0.0470
       116       0.0210          0.0000   0.0490
       117       0.0240          0.0000   0.0520
       118       0.0250          0.0000   0.0530
       119       0.0280          0.0000   0.0560
       120       0.0290          0.0010   0.0570
       121       0.0320          0.0040   0.0600
       122       0.0370          0.0090   0.0650
       123       0.0410          0.0130   0.0690
       124       0.0430          0.0150   0.0710
       125       0.0510          0.0230   0.0790
       126       0.0580          0.0300   0.0860
       127       0.0680          0.0400   0.0960
       128       0.0710          0.0430   0.0990
       129       0.0780          0.0500   0.1060
       130       0.0840          0.0560   0.1120
       131       0.0890          0.0610   0.1170
       132       0.0950          0.0670   0.1230
       133       0.1000          0.0720   0.1280
       134       0.1050          0.0770   0.1330
       135       0.1080          0.0800   0.1360
       136       0.1260          0.0980   0.1540
       137       0.1330          0.1050   0.1610
       138       0.1420          0.1140   0.1700
       139       0.1520          0.1240   0.1800
       140       0.1580          0.1300   0.1860
       141       0.1720          0.1440   0.2000
       142       0.1850          0.1570   0.2130
       143       0.1880          0.1600   0.2160
       144       0.2000          0.1720   0.2280
       145       0.2120          0.1840   0.2400
       146       0.2290          0.2010   0.2570
       147       0.2460          0.2180   0.2740
       148       0.2630          0.2350   0.2910
       149       0.2770          0.2490   0.3050
       150       0.2920          0.2640   0.3200
       151       0.3050          0.2770   0.3330
       152       0.3220          0.2940   0.3500
       153       0.3470          0.3190   0.3750
       154       0.3640          0.3360   0.3920
       155       0.3760          0.3480   0.4040
       156       0.3940          0.3660   0.4220
       157       0.4070          0.3790   0.4350
       158       0.4220          0.3940   0.4500
       159       0.4450          0.4170   0.4730
       160       0.4590          0.4310   0.4870
       161       0.4800          0.4520   0.5080
       162       0.4950          0.4670   0.5230
       163       0.5110          0.4830   0.5390
       164       0.5370          0.5090   0.5650
       165       0.5520          0.5240   0.5800
       166       0.5730          0.5450   0.6010
