METAPOPULATION MODEL results; Date=8/5/2023 Time=01:24:06
===========================================================
B20




   52 populations (52 included in summation)
 1000 replications;  Duration = 100
===========================================================

Terminal explosion risk

 Threshold  Probability     95% confidence interval
        95       1.0000          0.9720   1.0000
        96       0.9990          0.9710   1.0000
        97       0.9990          0.9710   1.0000
        98       0.9990          0.9710   1.0000
        99       0.9990          0.9710   1.0000
       100       0.9990          0.9710   1.0000
       101       0.9980          0.9700   1.0000
       102       0.9970          0.9690   1.0000
       103       0.9960          0.9680   1.0000
       104       0.9960          0.9680   1.0000
       105       0.9960          0.9680   1.0000
       106       0.9940          0.9660   1.0000
       107       0.9940          0.9660   1.0000
       108       0.9930          0.9650   1.0000
       109       0.9930          0.9650   1.0000
       110       0.9930          0.9650   1.0000
       111       0.9920          0.9640   1.0000
       112       0.9910          0.9630   1.0000
       113       0.9880          0.9600   1.0000
       114       0.9870          0.9590   1.0000
       115       0.9830          0.9550   1.0000
       116       0.9810          0.9530   1.0000
       117       0.9790          0.9510   1.0000
       118       0.9760          0.9480   1.0000
       119       0.9750          0.9470   1.0000
       120       0.9720          0.9440   1.0000
       121       0.9710          0.9430   0.9990
       122       0.9680          0.9400   0.9960
       123       0.9630          0.9350   0.9910
       124       0.9590          0.9310   0.9870
       125       0.9570          0.9290   0.9850
       126       0.9490          0.9210   0.9770
       127       0.9420          0.9140   0.9700
       128       0.9320          0.9040   0.9600
       129       0.9290          0.9010   0.9570
       130       0.9220          0.8940   0.9500
       131       0.9160          0.8880   0.9440
       132       0.9110          0.8830   0.9390
       133       0.9050          0.8770   0.9330
       134       0.9000          0.8720   0.9280
       135       0.8950          0.8670   0.9230
       136       0.8920          0.8640   0.9200
       137       0.8740          0.8460   0.9020
       138       0.8670          0.8390   0.8950
       139       0.8580          0.8300   0.8860
       140       0.8480          0.8200   0.8760
       141       0.8420          0.8140   0.8700
       142       0.8280          0.8000   0.8560
       143       0.8150          0.7870   0.8430
       144       0.8120          0.7840   0.8400
       145       0.8000          0.7720   0.8280
       146       0.7880          0.7600   0.8160
       147       0.7710          0.7430   0.7990
       148       0.7540          0.7260   0.7820
       149       0.7370          0.7090   0.7650
       150       0.7230          0.6950   0.7510
       151       0.7080          0.6800   0.7360
       152       0.6950          0.6670   0.7230
       153       0.6780          0.6500   0.7060
       154       0.6530          0.6250   0.6810
       155       0.6360          0.6080   0.6640
       156       0.6240          0.5960   0.6520
       157       0.6060          0.5780   0.6340
       158       0.5930          0.5650   0.6210
       159       0.5780          0.5500   0.6060
       160       0.5550          0.5270   0.5830
       161       0.5410          0.5130   0.5690
       162       0.5200          0.4920   0.5480
       163       0.5050          0.4770   0.5330
       164       0.4890          0.4610   0.5170
       165       0.4630          0.4350   0.4910
       166       0.4480          0.4200   0.4760
       167       0.4270          0.3990   0.4550
       168       0.4020          0.3740   0.4300
       169       0.3830          0.3550   0.4110
       170       0.3650          0.3370   0.3930
       171       0.3510          0.3230   0.3790
       172       0.3380          0.3100   0.3660
       173       0.3130          0.2850   0.3410
       174       0.3040          0.2760   0.3320
       175       0.2960          0.2680   0.3240
       176       0.2910          0.2630   0.3190
       177       0.2840          0.2560   0.3120
       178       0.2710          0.2430   0.2990
       179       0.2560          0.2280   0.2840
       180       0.2430          0.2150   0.2710
       181       0.2330          0.2050   0.2610
       182       0.2200          0.1920   0.2480
       183       0.2070          0.1790   0.2350
       184       0.2010          0.1730   0.2290
       185       0.1950          0.1670   0.2230
       186       0.1820          0.1540   0.2100
       187       0.1730          0.1450   0.2010
       188       0.1600          0.1320   0.1880
       189       0.1440          0.1160   0.1720
       190       0.1320          0.1040   0.1600
       191       0.1190          0.0910   0.1470
       192       0.1120          0.0840   0.1400
       193       0.1040          0.0760   0.1320
       194       0.0970          0.0690   0.1250
       195       0.0920          0.0640   0.1200
       196       0.0830          0.0550   0.1110
       197       0.0770          0.0490   0.1050
       198       0.0690          0.0410   0.0970
       199       0.0660          0.0380   0.0940
       200       0.0620          0.0340   0.0900
       201       0.0550          0.0270   0.0830
       202       0.0500          0.0220   0.0780
       203       0.0460          0.0180   0.0740
       204       0.0420          0.0140   0.0700
       205       0.0400          0.0120   0.0680
       206       0.0370          0.0090   0.0650
       207       0.0310          0.0030   0.0590
       208       0.0290          0.0010   0.0570
       209       0.0280          0.0000   0.0560
       210       0.0270          0.0000   0.0550
       211       0.0250          0.0000   0.0530
       212       0.0200          0.0000   0.0480
       213       0.0180          0.0000   0.0460
       214       0.0150          0.0000   0.0430
       215       0.0130          0.0000   0.0410
       216       0.0120          0.0000   0.0400
       217       0.0120          0.0000   0.0400
       218       0.0090          0.0000   0.0370
       219       0.0080          0.0000   0.0360
       220       0.0070          0.0000   0.0350
       221       0.0070          0.0000   0.0350
       222       0.0070          0.0000   0.0350
       223       0.0070          0.0000   0.0350
       224       0.0070          0.0000   0.0350
       225       0.0060          0.0000   0.0340
       226       0.0050          0.0000   0.0330
       227       0.0050          0.0000   0.0330
       228       0.0050          0.0000   0.0330
       229       0.0050          0.0000   0.0330
       230       0.0050          0.0000   0.0330
       231       0.0050          0.0000   0.0330
       232       0.0050          0.0000   0.0330
       233       0.0040          0.0000   0.0320
       234       0.0040          0.0000   0.0320
       235       0.0030          0.0000   0.0310
       236       0.0030          0.0000   0.0310
       237       0.0030          0.0000   0.0310
       238       0.0030          0.0000   0.0310
       239       0.0030          0.0000   0.0310
       240       0.0020          0.0000   0.0300
       241       0.0010          0.0000   0.0290
       242       0.0010          0.0000   0.0290
       243       0.0010          0.0000   0.0290
       244       0.0010          0.0000   0.0290
       245       0.0010          0.0000   0.0290
       246       0.0010          0.0000   0.0290
       247       0.0010          0.0000   0.0290
       248       0.0010          0.0000   0.0290
       249       0.0010          0.0000   0.0290
       250       0.0010          0.0000   0.0290
       251       0.0010          0.0000   0.0290
       252       0.0010          0.0000   0.0290
       253       0.0010          0.0000   0.0290
       254       0.0010          0.0000   0.0290
       255       0.0010          0.0000   0.0290
       256       0.0010          0.0000   0.0290
       257       0.0010          0.0000   0.0290
       258       0.0010          0.0000   0.0290
       259       0.0010          0.0000   0.0290
       260       0.0010          0.0000   0.0290
       261       0.0010          0.0000   0.0290
       262       0.0010          0.0000   0.0290
       263       0.0010          0.0000   0.0290
       264       0.0010          0.0000   0.0290
       265       0.0010          0.0000   0.0290
