METAPOPULATION MODEL results; Date=8/2/2023 Time=21:30:00
===========================================================
B10




   16 populations (16 included in summation)
 1000 replications;  Duration = 100
===========================================================

Trajectory summary (Metapopulation)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
       54       0.00      -1.52       1.54       4.60      16.00
       55       0.00      -1.44       1.46       4.37      15.00
       56       0.00      -1.48       1.45       4.38      16.00
       57       0.00      -1.56       1.49       4.53      17.00
       58       0.00      -1.54       1.45       4.45      15.00
       59       0.00      -1.56       1.39       4.34      17.00
       60       0.00      -1.55       1.36       4.27      16.00
       61       0.00      -1.50       1.30       4.10      15.00
       62       0.00      -1.54       1.35       4.23      14.00
       63       0.00      -1.50       1.24       3.97      15.00
       64       0.00      -1.56       1.26       4.08      15.00
       65       0.00      -1.50       1.21       3.92      15.00
       66       0.00      -1.48       1.15       3.78      13.00
       67       0.00      -1.56       1.19       3.94      16.00
       68       0.00      -1.57       1.17       3.92      14.00
       69       0.00      -1.64       1.20       4.04      14.00
       70       0.00      -1.60       1.15       3.89      15.00
       71       0.00      -1.53       1.06       3.66      15.00
       72       0.00      -1.50       1.02       3.54      15.00
       73       0.00      -1.56       1.03       3.62      15.00
       74       0.00      -1.60       1.02       3.64      20.00
       75       0.00      -1.53       0.97       3.47      15.00
       76       0.00      -1.70       1.03       3.77      19.00
       77       0.00      -1.61       0.98       3.57      15.00
       78       0.00      -1.61       0.95       3.51      17.00
       79       0.00      -1.60       0.95       3.50      15.00
       80       0.00      -1.54       0.91       3.36      13.00
       81       0.00      -1.58       0.92       3.41      14.00
       82       0.00      -1.53       0.88       3.28      16.00
       83       0.00      -1.58       0.86       3.31      15.00
       84       0.00      -1.64       0.89       3.43      14.00
       85       0.00      -1.54       0.82       3.17      13.00
       86       0.00      -1.56       0.80       3.16      15.00
       87       0.00      -1.46       0.76       2.99      13.00
       88       0.00      -1.58       0.80       3.18      13.00
       89       0.00      -1.54       0.77       3.09      15.00
       90       0.00      -1.61       0.76       3.14      15.00
       91       0.00      -1.60       0.76       3.12      18.00
       92       0.00      -1.52       0.74       2.99      13.00
       93       0.00      -1.47       0.71       2.88      14.00
       94       0.00      -1.45       0.66       2.77      14.00
       95       0.00      -1.43       0.65       2.72      12.00
       96       0.00      -1.51       0.66       2.83      15.00
       97       0.00      -1.48       0.63       2.75      18.00
       98       0.00      -1.53       0.65       2.83      14.00
       99       0.00      -1.56       0.64       2.85      16.00
      100       0.00      -1.56       0.64       2.84      15.00

Trajectory summary (Population 6: Pop 6)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       9.00       9.00       9.00       9.00       9.00
        1       3.00       7.92      11.09      14.27      23.00
        2       1.00       8.01      12.55      17.08      28.00
        3       0.00       8.35      13.32      18.29      39.00
        4       0.00       8.80      13.88      18.96      36.00
        5       0.00       9.27      14.56      19.86      35.00
        6       0.00       9.39      14.83      20.26      32.00
        7       0.00       9.39      14.88      20.37      34.00
        8       0.00       9.50      15.05      20.60      34.00
        9       0.00       9.57      15.07      20.57      31.00
       10       0.00       9.54      15.08      20.61      32.00
       11       0.00       9.62      14.99      20.36      32.00
       12       0.00       9.60      15.21      20.82      35.00
       13       0.00       9.66      15.15      20.64      32.00
       14       0.00       9.71      15.20      20.69      35.00
       15       0.00       9.77      15.26      20.75      33.00
       16       0.00       9.73      15.10      20.48      33.00
       17       0.00       9.73      15.21      20.68      34.00
       18       0.00       9.88      15.25      20.62      31.00
       19       0.00       9.85      15.37      20.89      34.00
       20       0.00       9.90      15.37      20.83      33.00
       21       0.00       9.76      15.34      20.91      31.00
       22       0.00       9.77      15.52      21.26      36.00
       23       0.00       9.53      15.33      21.12      36.00
       24       0.00       9.72      15.30      20.88      36.00
       25       0.00       9.79      15.40      21.02      34.00
       26       0.00       9.84      15.41      20.97      31.00
       27       0.00       9.72      15.44      21.16      35.00
       28       0.00       9.67      15.38      21.08      41.00
       29       0.00       9.80      15.55      21.30      35.00
       30       0.00       9.71      15.56      21.42      33.00
       31       0.00       9.77      15.51      21.25      32.00
       32       0.00       9.62      15.42      21.21      34.00
       33       0.00       9.56      15.45      21.35      30.00
       34       0.00       9.47      15.31      21.14      35.00
       35       0.00       9.08      15.05      21.01      35.00
       36       0.00       9.10      15.01      20.91      32.00
       37       0.00       9.08      14.92      20.76      37.00
       38       0.00       9.07      15.00      20.93      36.00
       39       0.00       9.28      15.18      21.08      31.00
       40       0.00       9.33      15.18      21.03      38.00
       41       0.00       9.15      15.02      20.88      31.00
       42       0.00       9.20      15.14      21.08      33.00
       43       0.00       9.35      15.22      21.09      32.00
       44       0.00       9.15      15.17      21.20      37.00
       45       0.00       9.41      15.33      21.25      33.00
       46       0.00       9.30      15.25      21.20      32.00
       47       0.00       9.20      15.18      21.16      32.00
       48       0.00       9.13      15.07      21.01      32.00
       49       0.00       9.12      15.07      21.02      32.00
       50       0.00       9.01      15.03      21.05      33.00
       51       0.00       9.12      15.07      21.01      32.00
       52       0.00       9.08      15.04      21.00      33.00
       53       0.00       9.24      15.16      21.07      33.00
       54       0.00       8.97      15.16      21.36      39.00
       55       0.00       9.14      15.06      20.99      37.00
       56       0.00       9.16      15.18      21.19      33.00
       57       0.00       9.18      15.32      21.47      32.00
       58       0.00       9.22      15.45      21.67      34.00
       59       0.00       9.15      15.12      21.09      35.00
       60       0.00       8.97      15.00      21.03      32.00
       61       0.00       8.80      14.88      20.96      34.00
       62       0.00       8.93      15.06      21.20      33.00
       63       0.00       8.65      14.79      20.92      36.00
       64       0.00       8.69      14.84      20.99      31.00
       65       0.00       8.58      14.67      20.76      31.00
       66       0.00       8.68      14.82      20.97      32.00
       67       0.00       8.61      14.81      21.02      32.00
       68       0.00       8.64      14.92      21.20      33.00
       69       0.00       8.43      14.78      21.14      33.00
       70       0.00       8.62      14.67      20.71      31.00
       71       0.00       8.38      14.54      20.71      37.00
       72       0.00       8.48      14.75      21.02      34.00
       73       0.00       8.71      14.81      20.91      30.00
       74       0.00       8.76      14.89      21.01      35.00
       75       0.00       8.56      14.67      20.79      33.00
       76       0.00       8.44      14.53      20.62      32.00
       77       0.00       8.55      14.70      20.85      36.00
       78       0.00       8.50      14.82      21.15      31.00
       79       0.00       8.54      14.76      20.98      34.00
       80       0.00       8.54      14.72      20.89      34.00
       81       0.00       8.36      14.75      21.14      30.00
       82       0.00       8.33      14.75      21.17      36.00
       83       0.00       8.24      14.85      21.46      36.00
       84       0.00       8.20      14.65      21.09      33.00
       85       0.00       8.26      14.75      21.25      33.00
       86       0.00       8.46      14.81      21.16      34.00
       87       0.00       8.43      14.72      21.02      33.00
       88       0.00       8.42      14.76      21.11      34.00
       89       0.00       8.43      14.65      20.86      37.00
       90       0.00       8.39      14.66      20.93      31.00
       91       0.00       8.51      14.81      21.11      32.00
       92       0.00       8.29      14.63      20.96      31.00
       93       0.00       8.13      14.53      20.94      36.00
       94       0.00       8.17      14.55      20.93      39.00
       95       0.00       8.25      14.84      21.44      35.00
       96       0.00       8.02      14.48      20.93      33.00
       97       0.00       8.24      14.70      21.16      42.00
       98       0.00       8.08      14.67      21.26      33.00
       99       0.00       7.96      14.53      21.11      31.00
      100       0.00       7.99      14.41      20.84      44.00

Trajectory summary (Population 7: Pop 7)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0      16.00      16.00      16.00      16.00      16.00
        1       6.00      14.99      19.44      23.89      34.00
        2       4.00      16.35      22.36      28.38      43.00
        3       3.00      17.81      24.71      31.61      53.00
        4       3.00      18.98      26.20      33.43      47.00
        5       4.00      20.24      27.44      34.64      51.00
        6       5.00      20.84      28.11      35.38      49.00
        7       5.00      21.35      28.84      36.34      54.00
        8       6.00      21.59      29.11      36.64      57.00
        9       8.00      21.91      29.24      36.56      56.00
       10       8.00      17.89      23.44      28.99      43.00
       11       6.00      16.30      21.83      27.36      42.00
       12       4.00      14.61      20.20      25.80      43.00
       13       1.00      13.77      19.38      25.00      39.00
       14       0.00      13.54      19.37      25.19      37.00
       15       0.00      13.17      18.91      24.65      35.00
       16       0.00      13.19      18.83      24.48      38.00
       17       0.00      13.16      18.62      24.08      38.00
       18       0.00      12.89      18.70      24.51      36.00
       19       0.00      12.76      18.56      24.37      37.00
       20       0.00      12.75      18.72      24.69      39.00
       21       0.00      12.72      18.58      24.44      37.00
       22       0.00      12.79      18.48      24.17      37.00
       23       0.00      12.91      18.76      24.61      41.00
       24       0.00      13.14      18.83      24.52      35.00
       25       0.00      13.31      18.95      24.60      39.00
       26       0.00      12.93      18.77      24.61      36.00
       27       0.00      12.89      18.64      24.39      36.00
       28       0.00      12.80      18.72      24.64      41.00
       29       0.00      12.84      18.49      24.13      43.00
       30       0.00      13.04      18.77      24.51      39.00
       31       0.00      12.90      18.76      24.62      43.00
       32       0.00      12.78      18.59      24.40      38.00
       33       0.00      12.71      18.50      24.29      37.00
       34       0.00      12.49      18.35      24.21      38.00
       35       0.00      12.73      18.60      24.46      39.00
       36       0.00      12.65      18.57      24.49      35.00
       37       0.00      12.69      18.64      24.60      37.00
       38       0.00      12.65      18.65      24.65      46.00
       39       0.00      12.86      18.78      24.70      37.00
       40       0.00      12.86      18.65      24.45      39.00
       41       0.00      12.70      18.73      24.76      38.00
       42       0.00      12.73      18.59      24.46      39.00
       43       0.00      12.75      18.58      24.41      37.00
       44       0.00      12.77      18.55      24.34      36.00
       45       0.00      12.49      18.42      24.35      39.00
       46       0.00      12.62      18.55      24.48      36.00
       47       0.00      12.62      18.58      24.55      40.00
       48       0.00      12.66      18.56      24.45      38.00
       49       0.00      12.65      18.38      24.11      36.00
       50       0.00      12.53      18.36      24.20      42.00
       51       0.00      12.29      18.13      23.97      40.00
       52       0.00      12.50      18.08      23.66      36.00
       53       0.00      12.50      18.15      23.80      39.00
       54       0.00      12.66      18.43      24.19      39.00
       55       0.00      12.61      18.38      24.15      35.00
       56       0.00      12.51      18.35      24.18      36.00
       57       0.00      12.17      18.22      24.26      44.00
       58       0.00      12.33      18.27      24.22      38.00
       59       0.00      12.45      18.27      24.10      37.00
       60       0.00      12.34      18.45      24.56      41.00
       61       0.00      12.28      18.25      24.22      36.00
       62       0.00      12.06      18.13      24.20      41.00
       63       0.00      12.19      18.08      23.97      34.00
       64       0.00      12.08      18.11      24.14      38.00
       65       0.00      12.31      18.16      24.01      37.00
       66       0.00      12.39      18.28      24.17      39.00
       67       0.00      12.32      18.42      24.52      37.00
       68       0.00      12.30      18.55      24.79      44.00
       69       0.00      12.62      18.59      24.56      38.00
       70       0.00      12.56      18.54      24.53      35.00
       71       0.00      12.30      18.42      24.53      39.00
       72       0.00      12.25      18.40      24.56      37.00
       73       0.00      12.03      18.19      24.36      39.00
       74       0.00      12.05      18.19      24.32      39.00
       75       0.00      12.30      18.42      24.53      37.00
       76       0.00      12.16      18.29      24.42      38.00
       77       0.00      11.88      17.98      24.08      35.00
       78       0.00      11.64      17.79      23.94      40.00
       79       0.00      11.80      17.85      23.91      35.00
       80       0.00      12.01      17.92      23.82      43.00
       81       0.00      11.88      17.94      23.99      42.00
       82       0.00      12.02      18.10      24.19      40.00
       83       0.00      12.01      18.22      24.42      36.00
       84       0.00      12.07      18.27      24.46      36.00
       85       0.00      12.18      18.34      24.49      38.00
       86       0.00      12.17      18.21      24.24      36.00
       87       0.00      12.13      18.26      24.40      38.00
       88       0.00      11.97      18.09      24.20      37.00
       89       0.00      12.05      18.14      24.22      36.00
       90       0.00      11.85      18.12      24.38      40.00
       91       0.00      11.82      18.12      24.42      43.00
       92       0.00      11.82      18.16      24.50      36.00
       93       0.00      12.08      18.26      24.43      41.00
       94       0.00      11.93      18.23      24.52      41.00
       95       0.00      12.02      18.17      24.31      35.00
       96       0.00      11.98      18.11      24.24      35.00
       97       0.00      11.89      18.27      24.66      37.00
       98       0.00      11.79      18.07      24.35      35.00
       99       0.00      12.01      18.31      24.62      37.00
      100       0.00      11.80      18.09      24.39      39.00

Trajectory summary (Population 8: Pop 8)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       1.00       1.00       1.00       1.00       1.00
        1       0.00       0.20       1.36       2.51       6.00
        2       0.00      -0.15       1.46       3.07       9.00
        3       0.00      -0.31       1.50       3.32      10.00
        4       0.00      -0.43       1.44       3.32       9.00
        5       0.00      -0.56       1.35       3.27      10.00
        6       0.00      -0.63       1.19       3.01      10.00
        7       0.00      -0.71       1.07       2.84       8.00
        8       0.00      -0.75       1.00       2.75      11.00
        9       0.00      -0.81       0.92       2.65      10.00
       10       0.00      -0.81       0.83       2.47      12.00
       11       0.00      -0.82       0.75       2.32      10.00
       12       0.00      -0.87       0.70       2.26      11.00
       13       0.00      -0.79       0.58       1.95       8.00
       14       0.00      -0.88       0.55       1.98      10.00
       15       0.00      -0.77       0.47       1.70       8.00
       16       0.00      -0.88       0.46       1.80      11.00
       17       0.00      -0.78       0.38       1.55       9.00
       18       0.00      -0.77       0.35       1.47       8.00
       19       0.00      -0.80       0.33       1.46       9.00
       20       0.00      -0.85       0.31       1.47      11.00
       21       0.00      -0.71       0.26       1.24       8.00
       22       0.00      -0.74       0.25       1.24       9.00
       23       0.00      -0.69       0.21       1.12       8.00
       24       0.00      -0.69       0.19       1.07       9.00
       25       0.00      -0.64       0.17       0.98       7.00
       26       0.00      -0.57       0.13       0.84       8.00
       27       0.00      -0.58       0.12       0.82       8.00
       28       0.00      -0.53       0.10       0.74       8.00
       29       0.00      -0.49       0.09       0.68       7.00
       30       0.00      -0.58       0.11       0.80       9.00
       31       0.00      -0.50       0.08       0.66       7.00
       32       0.00      -0.48       0.08       0.64       6.00
       33       0.00      -0.45       0.07       0.60       6.00
       34       0.00      -0.38       0.06       0.50       6.00
       35       0.00      -0.40       0.06       0.52       5.00
       36       0.00      -0.43       0.06       0.54       8.00
       37       0.00      -0.31       0.04       0.39       5.00
       38       0.00      -0.32       0.04       0.40       4.00
       39       0.00      -0.29       0.04       0.37       5.00
       40       0.00      -0.32       0.03       0.39       7.00
       41       0.00      -0.29       0.03       0.35       6.00
       42       0.00      -0.21       0.02       0.25       3.00
       43       0.00      -0.31       0.03       0.36       5.00
       44       0.00      -0.19       0.01       0.21       4.00
       45       0.00      -0.26       0.02       0.29       6.00
       46       0.00      -0.25       0.01       0.27       7.00
       47       0.00      -0.15       0.01       0.16       4.00
       48       0.00      -0.07       0.00       0.07       2.00
       49       0.00      -0.09       0.00       0.09       2.00
       50       0.00      -0.07       0.00       0.07       2.00
       51       0.00      -0.04       0.00       0.05       1.00
       52       0.00      -0.03       0.00       0.03       1.00
       53       0.00      -0.06       0.00       0.07       2.00
       54       0.00      -0.03       0.00       0.03       1.00
       55       0.00      -0.06       0.00       0.07       2.00
       56       0.00      -0.09       0.00       0.10       3.00
       57       0.00      -0.06       0.00       0.07       2.00
       58       0.00      -0.09       0.00       0.10       3.00
       59       0.00      -0.12       0.00       0.13       4.00
       60       0.00      -0.06       0.00       0.07       2.00
       61       0.00      -0.03       0.00       0.03       1.00
       62       0.00      -0.03       0.00       0.03       1.00
       63       0.00      -0.03       0.00       0.03       1.00
       64       0.00      -0.06       0.00       0.07       2.00
       65       0.00      -0.03       0.00       0.03       1.00
       66       0.00       0.00       0.00       0.00       0.00
       67       0.00       0.00       0.00       0.00       0.00
       68       0.00       0.00       0.00       0.00       0.00
       69       0.00       0.00       0.00       0.00       0.00
       70       0.00       0.00       0.00       0.00       0.00
       71       0.00       0.00       0.00       0.00       0.00
       72       0.00       0.00       0.00       0.00       0.00
       73       0.00       0.00       0.00       0.00       0.00
       74       0.00       0.00       0.00       0.00       0.00
       75       0.00       0.00       0.00       0.00       0.00
       76       0.00       0.00       0.00       0.00       0.00
       77       0.00       0.00       0.00       0.00       0.00
       78       0.00       0.00       0.00       0.00       0.00
       79       0.00       0.00       0.00       0.00       0.00
       80       0.00       0.00       0.00       0.00       0.00
       81       0.00       0.00       0.00       0.00       0.00
       82       0.00       0.00       0.00       0.00       0.00
       83       0.00       0.00       0.00       0.00       0.00
       84       0.00       0.00       0.00       0.00       0.00
       85       0.00       0.00       0.00       0.00       0.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
       96       0.00       0.00       0.00       0.00       0.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 9: Pop 9)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       2.00       2.00       2.00       2.00       2.00
        1       0.00       0.94       2.49       4.04       7.00
        2       0.00       0.63       2.71       4.80      10.00
        3       0.00       0.40       2.62       4.84      10.00
        4       0.00       0.18       2.56       4.94      11.00
        5       0.00       0.00       2.39       4.78      11.00
        6       0.00      -0.22       2.18       4.58      11.00
        7       0.00      -0.33       2.05       4.42      12.00
        8       0.00      -0.49       1.92       4.34      13.00
        9       0.00      -0.55       1.78       4.11      11.00
       10       0.00       0.00       0.00       0.00       0.00
       11       0.00       0.00       0.00       0.00       0.00
       12       0.00       0.00       0.00       0.00       0.00
       13       0.00       0.00       0.00       0.00       0.00
       14       0.00       0.00       0.00       0.00       0.00
       15       0.00       0.00       0.00       0.00       0.00
       16       0.00       0.00       0.00       0.00       0.00
       17       0.00       0.00       0.00       0.00       0.00
       18       0.00       0.00       0.00       0.00       0.00
       19       0.00       0.00       0.00       0.00       0.00
       20       0.00       0.00       0.00       0.00       0.00
       21       0.00       0.00       0.00       0.00       0.00
       22       0.00       0.00       0.00       0.00       0.00
       23       0.00       0.00       0.00       0.00       0.00
       24       0.00       0.00       0.00       0.00       0.00
       25       0.00       0.00       0.00       0.00       0.00
       26       0.00       0.00       0.00       0.00       0.00
       27       0.00       0.00       0.00       0.00       0.00
       28       0.00       0.00       0.00       0.00       0.00
       29       0.00       0.00       0.00       0.00       0.00
       30       0.00       0.00       0.00       0.00       0.00
       31       0.00       0.00       0.00       0.00       0.00
       32       0.00       0.00       0.00       0.00       0.00
       33       0.00       0.00       0.00       0.00       0.00
       34       0.00       0.00       0.00       0.00       0.00
       35       0.00       0.00       0.00       0.00       0.00
       36       0.00       0.00       0.00       0.00       0.00
       37       0.00       0.00       0.00       0.00       0.00
       38       0.00       0.00       0.00       0.00       0.00
       39       0.00       0.00       0.00       0.00       0.00
       40       0.00       0.00       0.00       0.00       0.00
       41       0.00       0.00       0.00       0.00       0.00
       42       0.00       0.00       0.00       0.00       0.00
       43       0.00       0.00       0.00       0.00       0.00
       44       0.00       0.00       0.00       0.00       0.00
       45       0.00       0.00       0.00       0.00       0.00
       46       0.00       0.00       0.00       0.00       0.00
       47       0.00       0.00       0.00       0.00       0.00
       48       0.00       0.00       0.00       0.00       0.00
       49       0.00       0.00       0.00       0.00       0.00
       50       0.00       0.00       0.00       0.00       0.00
       51       0.00       0.00       0.00       0.00       0.00
       52       0.00       0.00       0.00       0.00       0.00
       53       0.00       0.00       0.00       0.00       0.00
       54       0.00       0.00       0.00       0.00       0.00
       55       0.00       0.00       0.00       0.00       0.00
       56       0.00       0.00       0.00       0.00       0.00
       57       0.00       0.00       0.00       0.00       0.00
       58       0.00       0.00       0.00       0.00       0.00
       59       0.00       0.00       0.00       0.00       0.00
       60       0.00       0.00       0.00       0.00       0.00
       61       0.00       0.00       0.00       0.00       0.00
       62       0.00       0.00       0.00       0.00       0.00
       63       0.00       0.00       0.00       0.00       0.00
       64       0.00       0.00       0.00       0.00       0.00
       65       0.00       0.00       0.00       0.00       0.00
       66       0.00       0.00       0.00       0.00       0.00
       67       0.00       0.00       0.00       0.00       0.00
       68       0.00       0.00       0.00       0.00       0.00
       69       0.00       0.00       0.00       0.00       0.00
       70       0.00       0.00       0.00       0.00       0.00
       71       0.00       0.00       0.00       0.00       0.00
       72       0.00       0.00       0.00       0.00       0.00
       73       0.00       0.00       0.00       0.00       0.00
       74       0.00       0.00       0.00       0.00       0.00
       75       0.00       0.00       0.00       0.00       0.00
       76       0.00       0.00       0.00       0.00       0.00
       77       0.00       0.00       0.00       0.00       0.00
       78       0.00       0.00       0.00       0.00       0.00
       79       0.00       0.00       0.00       0.00       0.00
       80       0.00       0.00       0.00       0.00       0.00
       81       0.00       0.00       0.00       0.00       0.00
       82       0.00       0.00       0.00       0.00       0.00
       83       0.00       0.00       0.00       0.00       0.00
       84       0.00       0.00       0.00       0.00       0.00
       85       0.00       0.00       0.00       0.00       0.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
       96       0.00       0.00       0.00       0.00       0.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 10: Pop 10)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       1.00       1.00       1.00       1.00       1.00
        1       0.00       0.14       1.28       2.42       7.00
        2       0.00      -0.20       1.48       3.16       8.00
        3       0.00      -0.46       1.45       3.37      12.00
        4       0.00      -0.52       1.31       3.14      10.00
        5       0.00      -0.62       1.22       3.06      10.00
        6       0.00      -0.65       1.09       2.82       8.00
        7       0.00      -0.77       1.01       2.78      10.00
        8       0.00      -0.83       0.87       2.57      10.00
        9       0.00      -0.81       0.79       2.38      11.00
       10       0.00      -0.85       0.70       2.26      10.00
       11       0.00      -0.80       0.60       2.01       9.00
       12       0.00      -0.84       0.58       2.01      10.00
       13       0.00      -0.87       0.53       1.93      10.00
       14       0.00      -0.83       0.47       1.78       9.00
       15       0.00      -0.73       0.39       1.50       7.00
       16       0.00      -0.81       0.38       1.57       8.00
       17       0.00      -0.79       0.33       1.45       9.00
       18       0.00      -0.80       0.31       1.42       9.00
       19       0.00      -0.73       0.28       1.30       9.00
       20       0.00      -0.73       0.27       1.27       8.00
       21       0.00      -0.74       0.26       1.26       9.00
       22       0.00      -0.71       0.24       1.18       8.00
       23       0.00      -0.71       0.22       1.15       9.00
       24       0.00      -0.74       0.21       1.16       9.00
       25       0.00      -0.66       0.17       1.00      10.00
       26       0.00      -0.56       0.15       0.85       7.00
       27       0.00      -0.59       0.14       0.87       7.00
       28       0.00      -0.56       0.13       0.82       8.00
       29       0.00      -0.58       0.13       0.84       7.00
       30       0.00      -0.60       0.13       0.85      10.00
       31       0.00      -0.55       0.11       0.77       8.00
       32       0.00      -0.53       0.10       0.73       7.00
       33       0.00      -0.57       0.09       0.75      12.00
       34       0.00      -0.40       0.07       0.53       5.00
       35       0.00      -0.44       0.06       0.56       8.00
       36       0.00      -0.42       0.06       0.54       6.00
       37       0.00      -0.36       0.05       0.46       7.00
       38       0.00      -0.32       0.04       0.40       5.00
       39       0.00      -0.36       0.04       0.45       7.00
       40       0.00      -0.35       0.04       0.43       6.00
       41       0.00      -0.26       0.03       0.32       5.00
       42       0.00      -0.28       0.03       0.33       5.00
       43       0.00      -0.28       0.03       0.33       6.00
       44       0.00      -0.24       0.02       0.27       7.00
       45       0.00      -0.14       0.01       0.16       3.00
       46       0.00      -0.18       0.01       0.20       3.00
       47       0.00      -0.26       0.02       0.30       6.00
       48       0.00      -0.33       0.02       0.38       8.00
       49       0.00      -0.29       0.02       0.34       6.00
       50       0.00      -0.23       0.02       0.27       5.00
       51       0.00      -0.16       0.01       0.19       3.00
       52       0.00      -0.17       0.01       0.18       5.00
       53       0.00      -0.10       0.00       0.11       3.00
       54       0.00      -0.15       0.01       0.16       4.00
       55       0.00      -0.10       0.00       0.11       3.00
       56       0.00      -0.11       0.01       0.12       3.00
       57       0.00      -0.26       0.01       0.29       8.00
       58       0.00      -0.16       0.01       0.18       4.00
       59       0.00      -0.13       0.01       0.14       3.00
       60       0.00      -0.04       0.00       0.05       1.00
       61       0.00      -0.15       0.01       0.17       4.00
       62       0.00      -0.28       0.01       0.30       9.00
       63       0.00      -0.10       0.00       0.10       3.00
       64       0.00      -0.07       0.00       0.07       2.00
       65       0.00      -0.15       0.01       0.17       4.00
       66       0.00      -0.19       0.01       0.21       5.00
       67       0.00      -0.15       0.01       0.17       4.00
       68       0.00      -0.07       0.00       0.07       2.00
       69       0.00      -0.13       0.01       0.14       3.00
       70       0.00      -0.16       0.01       0.17       5.00
       71       0.00      -0.09       0.00       0.10       3.00
       72       0.00      -0.06       0.00       0.07       2.00
       73       0.00      -0.03       0.00       0.03       1.00
       74       0.00       0.00       0.00       0.00       0.00
       75       0.00       0.00       0.00       0.00       0.00
       76       0.00       0.00       0.00       0.00       0.00
       77       0.00       0.00       0.00       0.00       0.00
       78       0.00       0.00       0.00       0.00       0.00
       79       0.00       0.00       0.00       0.00       0.00
       80       0.00       0.00       0.00       0.00       0.00
       81       0.00       0.00       0.00       0.00       0.00
       82       0.00       0.00       0.00       0.00       0.00
       83       0.00       0.00       0.00       0.00       0.00
       84       0.00       0.00       0.00       0.00       0.00
       85       0.00       0.00       0.00       0.00       0.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
       96       0.00       0.00       0.00       0.00       0.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 11: Pop 11)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       4.00       4.00       4.00       4.00       4.00
        1       0.00       2.52       4.72       6.93      12.00
        2       0.00       2.20       5.18       8.16      16.00
        3       0.00       2.14       5.40       8.66      16.00
        4       0.00       1.98       5.47       8.97      17.00
        5       0.00       1.84       5.27       8.71      18.00
        6       0.00       1.61       5.05       8.48      17.00
        7       0.00       1.38       4.95       8.51      17.00
        8       0.00       1.23       4.79       8.36      19.00
        9       0.00       1.10       4.74       8.38      19.00
       10       0.00       0.92       4.61       8.31      15.00
       11       0.00       0.72       4.60       8.48      18.00
       12       0.00       0.66       4.35       8.03      16.00
       13       0.00       0.56       4.27       7.98      18.00
       14       0.00       0.51       4.22       7.93      15.00
       15       0.00       0.34       4.05       7.75      15.00
       16       0.00       0.21       3.97       7.74      19.00
       17       0.00       0.09       4.05       8.00      17.00
       18       0.00       0.10       4.04       7.98      18.00
       19       0.00      -0.01       3.87       7.75      18.00
       20       0.00      -0.05       3.78       7.62      19.00
       21       0.00      -0.15       3.73       7.60      17.00
       22       0.00      -0.18       3.54       7.26      18.00
       23       0.00      -0.21       3.47       7.16      15.00
       24       0.00      -0.32       3.54       7.39      22.00
       25       0.00      -0.39       3.37       7.13      17.00
