METAPOPULATION MODEL results; Date=8/5/2023 Time=13:25:02
===========================================================
B20




   35 populations (35 included in summation)
 1000 replications;  Duration = 100
===========================================================

Metapopulation occupancy

      Time             Occupied Populations
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       35.0       35.0       35.0       35.0       35.0
        1       28.0       31.3       32.7       34.0       35.0
        2       25.0       29.5       31.1       32.7       35.0
        3       23.0       28.1       29.8       31.6       34.0
        4       23.0       27.0       28.8       30.6       34.0
        5       22.0       26.2       28.0       29.8       33.0
        6       21.0       25.4       27.2       29.1       32.0
        7       19.0       24.6       26.5       28.5       32.0
        8       19.0       24.0       26.0       27.9       32.0
        9       19.0       23.4       25.4       27.3       31.0
       10       19.0       22.9       24.9       26.8       30.0
       11       19.0       22.5       24.4       26.3       29.0
       12       18.0       22.0       23.9       25.8       29.0
       13       18.0       21.6       23.5       25.4       29.0
       14       18.0       21.2       23.1       25.0       29.0
       15       18.0       20.9       22.8       24.6       28.0
       16       17.0       20.6       22.4       24.3       28.0
       17       16.0       20.3       22.1       24.0       28.0
       18       16.0       20.1       21.9       23.7       28.0
       19       16.0       19.8       21.6       23.4       28.0
       20       16.0       19.6       21.4       23.1       27.0
       21       16.0       19.4       21.1       22.8       27.0
       22       16.0       19.2       20.9       22.6       27.0
       23       15.0       19.0       20.7       22.4       27.0
       24       15.0       18.8       20.5       22.1       27.0
       25       15.0       18.6       20.3       21.9       26.0
       26       15.0       18.4       20.1       21.7       26.0
       27       15.0       18.2       19.9       21.6       26.0
       28       15.0       18.1       19.7       21.4       26.0
       29       15.0       18.0       19.6       21.3       26.0
       30       15.0       17.8       19.5       21.1       26.0
       31       15.0       17.7       19.3       21.0       25.0
       32       14.0       17.6       19.2       20.8       25.0
       33       14.0       17.5       19.1       20.7       25.0
       34       13.0       17.4       18.9       20.5       25.0
       35       13.0       17.3       18.8       20.4       25.0
       36       13.0       17.1       18.7       20.3       24.0
       37       13.0       17.0       18.6       20.1       24.0
       38       13.0       17.0       18.5       20.0       24.0
       39       13.0       16.9       18.4       19.9       24.0
       40       13.0       16.8       18.3       19.8       23.0
       41       13.0       16.7       18.2       19.7       23.0
       42       13.0       16.6       18.1       19.6       22.0
       43       13.0       16.5       18.0       19.5       22.0
       44       13.0       16.4       17.9       19.4       22.0
       45       13.0       16.4       17.9       19.4       22.0
       46       13.0       16.3       17.8       19.3       22.0
       47       13.0       16.2       17.7       19.2       22.0
       48       13.0       16.1       17.6       19.1       22.0
       49       13.0       16.1       17.6       19.0       22.0
       50       13.0       16.0       17.5       19.0       22.0
       51       13.0       15.9       17.4       18.9       22.0
       52       13.0       15.9       17.4       18.8       22.0
       53       13.0       15.8       17.3       18.8       22.0
       54       13.0       15.8       17.2       18.7       22.0
       55       13.0       15.7       17.2       18.7       22.0
       56       13.0       15.7       17.1       18.6       22.0
       57       13.0       15.6       17.1       18.5       22.0
       58       13.0       15.6       17.0       18.5       22.0
       59       12.0       15.5       17.0       18.4       22.0
       60       12.0       15.4       16.9       18.4       22.0
       61       11.0       15.4       16.8       18.3       22.0
       62       11.0       15.3       16.8       18.2       22.0
       63       11.0       15.3       16.7       18.2       22.0
       64       11.0       15.2       16.7       18.1       22.0
       65       11.0       15.2       16.6       18.1       22.0
       66       11.0       15.2       16.6       18.0       22.0
       67       11.0       15.1       16.5       18.0       22.0
       68       11.0       15.1       16.5       17.9       22.0
       69       11.0       15.0       16.5       17.9       21.0
       70       11.0       15.0       16.4       17.8       21.0
       71       11.0       14.9       16.4       17.8       21.0
       72       11.0       14.9       16.3       17.7       21.0
       73       11.0       14.8       16.2       17.7       21.0
       74       11.0       14.8       16.2       17.6       21.0
       75       11.0       14.8       16.2       17.6       21.0
       76       11.0       14.7       16.1       17.5       21.0
       77       11.0       14.7       16.1       17.5       21.0
       78       11.0       14.6       16.0       17.4       20.0
       79       11.0       14.6       16.0       17.4       20.0
       80       11.0       14.6       16.0       17.4       20.0
       81       11.0       14.5       15.9       17.3       20.0
       82       11.0       14.5       15.9       17.3       20.0
       83       11.0       14.5       15.9       17.3       20.0
       84       11.0       14.4       15.8       17.2       20.0
       85       11.0       14.4       15.8       17.2       20.0
       86       11.0       14.4       15.8       17.2       20.0
       87       11.0       14.3       15.7       17.1       20.0
       88       11.0       14.3       15.7       17.1       19.0
       89       11.0       14.3       15.7       17.0       19.0
       90       11.0       14.3       15.6       17.0       19.0
       91       11.0       14.2       15.6       17.0       19.0
       92       11.0       14.2       15.6       17.0       19.0
       93       11.0       14.1       15.5       16.9       19.0
       94       11.0       14.1       15.5       16.9       19.0
       95       11.0       14.1       15.5       16.8       19.0
       96       11.0       14.1       15.4       16.8       19.0
       97       11.0       14.0       15.4       16.8       19.0
       98       11.0       14.0       15.4       16.8       19.0
       99       11.0       14.0       15.4       16.7       19.0
      100       11.0       14.0       15.3       16.7       19.0
