METAPOPULATION MODEL results; Date=8/6/2023 Time=09:37:55
===========================================================
B20




   54 populations (54 included in summation)
 1000 replications;  Duration = 100
===========================================================

Metapopulation occupancy

      Time             Occupied Populations
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       35.0       35.0       35.0       35.0       35.0
        1       28.0       31.3       32.6       34.0       35.0
        2       24.0       29.4       31.1       32.7       35.0
        3       24.0       28.0       29.8       31.6       35.0
        4       22.0       26.9       28.8       30.7       34.0
        5       21.0       26.0       28.0       29.9       34.0
        6       20.0       25.3       27.2       29.1       33.0
        7       20.0       24.5       26.5       28.5       32.0
        8       19.0       23.9       25.9       27.9       31.0
        9       37.0       42.2       44.3       46.3       50.0
       10       31.0       34.6       36.2       37.8       40.0
       11       27.0       32.4       34.4       36.3       40.0
       12       26.0       30.2       32.4       34.6       39.0
       13       23.0       28.0       30.5       32.9       38.0
       14       21.0       26.2       28.7       31.2       36.0
       15       18.0       24.3       27.0       29.6       35.0
       16       18.0       22.8       25.5       28.1       34.0
       17       16.0       21.5       24.1       26.7       32.0
       18       16.0       20.3       22.8       25.4       32.0
       19       14.0       19.2       21.7       24.2       30.0
       20       13.0       18.1       20.6       23.1       30.0
       21       13.0       17.3       19.7       22.2       28.0
       22       12.0       16.5       18.9       21.2       28.0
       23       11.0       15.8       18.1       20.4       25.0
       24       10.0       15.1       17.4       19.7       25.0
       25       10.0       14.5       16.8       19.1       24.0
       26        9.0       13.9       16.2       18.5       23.0
       27        9.0       13.4       15.7       17.9       23.0
       28        9.0       12.9       15.1       17.3       22.0
       29        9.0       12.5       14.7       16.8       22.0
       30        8.0       12.1       14.2       16.4       22.0
       31        8.0       11.7       13.8       16.0       22.0
       32        8.0       11.4       13.5       15.6       22.0
       33        8.0       11.1       13.2       15.2       22.0
       34        8.0       10.8       12.8       14.8       22.0
       35        8.0       10.5       12.5       14.5       21.0
       36        7.0       10.3       12.2       14.1       20.0
       37        7.0       10.0       12.0       13.9       20.0
       38        7.0        9.9       11.7       13.6       19.0
       39        7.0        9.6       11.5       13.4       18.0
       40        7.0        9.5       11.3       13.1       17.0
       41        7.0        9.3       11.1       12.8       17.0
       42        7.0        9.2       10.9       12.6       16.0
       43        7.0        9.0       10.7       12.4       16.0
       44        7.0        8.8       10.5       12.2       16.0
       45        6.0        8.6       10.3       12.0       15.0
       46        6.0        8.5       10.2       11.8       15.0
       47        6.0        8.4       10.0       11.7       15.0
       48        6.0        8.2        9.9       11.5       14.0
       49        5.0        8.1        9.7       11.3       14.0
       50        5.0        8.0        9.6       11.2       14.0
       51        5.0        7.9        9.4       11.0       14.0
       52        5.0        7.8        9.3       10.9       14.0
       53        5.0        7.7        9.2       10.7       14.0
       54        5.0        7.6        9.1       10.6       14.0
       55        5.0        7.5        9.0       10.5       13.0
       56        5.0        7.4        8.9       10.3       13.0
       57        5.0        7.4        8.8       10.3       13.0
       58        5.0        7.3        8.7       10.2       13.0
       59        5.0        7.2        8.7       10.1       13.0
       60        5.0        7.2        8.6       10.0       13.0
       61        5.0        7.1        8.5        9.9       13.0
       62        5.0        7.0        8.4        9.8       13.0
       63        4.0        6.9        8.3        9.7       13.0
       64        4.0        6.9        8.3        9.6       13.0
       65        4.0        6.8        8.2        9.5       13.0
       66        4.0        6.8        8.1        9.5       13.0
       67        4.0        6.7        8.1        9.4       13.0
       68        4.0        6.7        8.0        9.4       13.0
       69        4.0        6.6        8.0        9.3       13.0
       70        4.0        6.6        7.9        9.2       13.0
       71        4.0        6.5        7.8        9.2       13.0
       72        4.0        6.5        7.8        9.1       13.0
       73        4.0        6.4        7.7        9.0       13.0
       74        4.0        6.4        7.7        9.0       13.0
       75        4.0        6.4        7.6        8.9       13.0
       76        4.0        6.3        7.6        8.9       13.0
       77        4.0        6.3        7.5        8.8       12.0
       78        4.0        6.2        7.5        8.8       12.0
       79        4.0        6.2        7.4        8.7       12.0
       80        4.0        6.2        7.4        8.7       12.0
       81        4.0        6.1        7.4        8.6       12.0
       82        4.0        6.1        7.3        8.6       12.0
       83        4.0        6.1        7.3        8.5       12.0
       84        4.0        6.1        7.3        8.5       11.0
       85        4.0        6.0        7.2        8.4       11.0
       86        4.0        6.0        7.2        8.4       11.0
       87        4.0        6.0        7.2        8.3       11.0
       88        4.0        5.9        7.1        8.3       11.0
       89        3.0        5.9        7.1        8.3       11.0
       90        3.0        5.9        7.0        8.2       10.0
       91        3.0        5.9        7.0        8.2       10.0
       92        3.0        5.8        7.0        8.1       10.0
       93        3.0        5.8        7.0        8.1       10.0
       94        3.0        5.8        6.9        8.1       10.0
       95        3.0        5.8        6.9        8.1       10.0
       96        3.0        5.8        6.9        8.0       10.0
       97        3.0        5.7        6.9        8.0       10.0
       98        3.0        5.7        6.8        8.0       10.0
       99        3.0        5.7        6.8        7.9       10.0
      100        3.0        5.7        6.8        7.9       10.0
