METAPOPULATION MODEL results; Date=8/3/2023 Time=02:38:17
===========================================================
B10




   19 populations (19 included in summation)
 1000 replications;  Duration = 100
===========================================================

Interval explosion risk

 Threshold  Probability     95% confidence interval
        84       1.0000          0.9720   1.0000
        85       0.9990          0.9710   1.0000
        86       0.9990          0.9710   1.0000
        87       0.9990          0.9710   1.0000
        88       0.9990          0.9710   1.0000
        89       0.9980          0.9700   1.0000
        90       0.9980          0.9700   1.0000
        91       0.9980          0.9700   1.0000
        92       0.9980          0.9700   1.0000
        93       0.9980          0.9700   1.0000
        94       0.9970          0.9690   1.0000
        95       0.9960          0.9680   1.0000
        96       0.9940          0.9660   1.0000
        97       0.9930          0.9650   1.0000
        98       0.9930          0.9650   1.0000
        99       0.9900          0.9620   1.0000
       100       0.9870          0.9590   1.0000
       101       0.9810          0.9530   1.0000
       102       0.9760          0.9480   1.0000
       103       0.9700          0.9420   0.9980
       104       0.9670          0.9390   0.9950
       105       0.9550          0.9270   0.9830
       106       0.9500          0.9220   0.9780
       107       0.9430          0.9150   0.9710
       108       0.9360          0.9080   0.9640
       109       0.9220          0.8940   0.9500
       110       0.9150          0.8870   0.9430
       111       0.9040          0.8760   0.9320
       112       0.8880          0.8600   0.9160
       113       0.8760          0.8480   0.9040
       114       0.8570          0.8290   0.8850
       115       0.8430          0.8150   0.8710
       116       0.8230          0.7950   0.8510
       117       0.8060          0.7780   0.8340
       118       0.7870          0.7590   0.8150
       119       0.7720          0.7440   0.8000
       120       0.7520          0.7240   0.7800
       121       0.7290          0.7010   0.7570
       122       0.7060          0.6780   0.7340
       123       0.6790          0.6510   0.7070
       124       0.6500          0.6220   0.6780
       125       0.6230          0.5950   0.6510
       126       0.5910          0.5630   0.6190
       127       0.5630          0.5350   0.5910
       128       0.5260          0.4980   0.5540
       129       0.4860          0.4580   0.5140
       130       0.4650          0.4370   0.4930
       131       0.4300          0.4020   0.4580
       132       0.4020          0.3740   0.4300
       133       0.3750          0.3470   0.4030
       134       0.3400          0.3120   0.3680
       135       0.3090          0.2810   0.3370
       136       0.2840          0.2560   0.3120
       137       0.2610          0.2330   0.2890
       138       0.2350          0.2070   0.2630
       139       0.2120          0.1840   0.2400
       140       0.1930          0.1650   0.2210
       141       0.1770          0.1490   0.2050
       142       0.1600          0.1320   0.1880
       143       0.1440          0.1160   0.1720
       144       0.1270          0.0990   0.1550
       145       0.1080          0.0800   0.1360
       146       0.0950          0.0670   0.1230
       147       0.0830          0.0550   0.1110
       148       0.0750          0.0470   0.1030
       149       0.0600          0.0320   0.0880
       150       0.0540          0.0260   0.0820
       151       0.0470          0.0190   0.0750
       152       0.0400          0.0120   0.0680
       153       0.0340          0.0060   0.0620
       154       0.0280          0.0000   0.0560
       155       0.0230          0.0000   0.0510
       156       0.0220          0.0000   0.0500
       157       0.0180          0.0000   0.0460
       158       0.0160          0.0000   0.0440
       159       0.0120          0.0000   0.0400
       160       0.0090          0.0000   0.0370
       161       0.0070          0.0000   0.0350
       162       0.0050          0.0000   0.0330
       163       0.0030          0.0000   0.0310
       164       0.0030          0.0000   0.0310
       165       0.0020          0.0000   0.0300
       166       0.0020          0.0000   0.0300
       167       0.0020          0.0000   0.0300
       168       0.0020          0.0000   0.0300
       169       0.0020          0.0000   0.0300
       170       0.0020          0.0000   0.0300
       171       0.0020          0.0000   0.0300
       172       0.0020          0.0000   0.0300
       173       0.0020          0.0000   0.0300
       174       0.0020          0.0000   0.0300
       175       0.0020          0.0000   0.0300
       176       0.0010          0.0000   0.0290
       177       0.0010          0.0000   0.0290
       178       0.0010          0.0000   0.0290
       179       0.0010          0.0000   0.0290
       180       0.0010          0.0000   0.0290
       181       0.0010          0.0000   0.0290
       182       0.0010          0.0000   0.0290
       183       0.0010          0.0000   0.0290
