METAPOPULATION MODEL results; Date=8/3/2023 Time=02:38:17
===========================================================
B10




   19 populations (19 included in summation)
 1000 replications;  Duration = 100
===========================================================

Trajectory summary (Metapopulation)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        4       0.00      -0.06       1.90       3.85       9.00
        5       0.00      -0.26       1.74       3.74       9.00
        6       0.00      -0.41       1.53       3.47      10.00
        7       0.00      -0.51       1.29       3.10      10.00
        8       0.00      -0.62       1.21       3.04      10.00
        9       0.00      -0.69       1.12       2.92      10.00
       10       0.00      -0.78       1.00       2.77       9.00
       11       0.00      -0.79       0.85       2.50      10.00
       12       0.00      -0.84       0.77       2.38      11.00
       13       0.00      -0.86       0.69       2.25       9.00
       14       0.00      -0.81       0.63       2.06       9.00
       15       0.00      -0.85       0.58       2.01       9.00
       16       0.00      -0.84       0.51       1.86      11.00
       17       0.00      -0.82       0.47       1.77       8.00
       18       0.00      -0.89       0.46       1.81       9.00
       19       0.00      -0.85       0.43       1.70      10.00
       20       0.00      -0.83       0.39       1.61      11.00
       21       0.00      -0.77       0.33       1.44       9.00
       22       0.00      -0.71       0.30       1.31       6.00
       23       0.00      -0.69       0.26       1.22       7.00
       24       0.00      -0.65       0.23       1.12       6.00
       25       0.00      -0.73       0.24       1.20       8.00
       26       0.00      -0.65       0.20       1.05       7.00
       27       0.00      -0.58       0.17       0.92       7.00
       28       0.00      -0.61       0.16       0.94       8.00
       29       0.00      -0.58       0.15       0.88       7.00
       30       0.00      -0.54       0.13       0.81       8.00
       31       0.00      -0.59       0.14       0.87       7.00
       32       0.00      -0.59       0.13       0.85       6.00
       33       0.00      -0.62       0.12       0.85       9.00
       34       0.00      -0.53       0.09       0.71       9.00
       35       0.00      -0.49       0.09       0.67       7.00
       36       0.00      -0.42       0.07       0.55       6.00
       37       0.00      -0.41       0.06       0.53       6.00
       38       0.00      -0.43       0.05       0.54       9.00
       39       0.00      -0.44       0.06       0.56       9.00
       40       0.00      -0.41       0.05       0.51       8.00
       41       0.00      -0.41       0.04       0.50       8.00
       42       0.00      -0.28       0.03       0.33       7.00
       43       0.00      -0.31       0.03       0.37       6.00
       44       0.00      -0.29       0.03       0.34       5.00
       45       0.00      -0.26       0.02       0.30       5.00
       46       0.00      -0.29       0.02       0.34       5.00
       47       0.00      -0.42       0.03       0.48      11.00
       48       0.00      -0.29       0.02       0.33       6.00
       49       0.00      -0.20       0.01       0.23       4.00
       50       0.00      -0.15       0.01       0.17       4.00
       51       0.00      -0.13       0.01       0.15       4.00
       52       0.00      -0.15       0.01       0.17       3.00
       53       0.00      -0.15       0.01       0.17       4.00
       54       0.00      -0.16       0.01       0.17       4.00
       55       0.00      -0.23       0.01       0.26       7.00
       56       0.00      -0.14       0.01       0.16       3.00
       57       0.00      -0.11       0.00       0.12       3.00
       58       0.00      -0.16       0.01       0.17       5.00
       59       0.00      -0.24       0.01       0.27       7.00
       60       0.00      -0.11       0.00       0.12       3.00
       61       0.00      -0.10       0.00       0.10       3.00
       62       0.00      -0.10       0.00       0.10       3.00
       63       0.00      -0.11       0.00       0.12       3.00
       64       0.00      -0.03       0.00       0.03       1.00
       65       0.00       0.00       0.00       0.00       0.00
       66       0.00       0.00       0.00       0.00       0.00
       67       0.00       0.00       0.00       0.00       0.00
       68       0.00       0.00       0.00       0.00       0.00
       69       0.00       0.00       0.00       0.00       0.00
       70       0.00       0.00       0.00       0.00       0.00
       71       0.00       0.00       0.00       0.00       0.00
       72       0.00       0.00       0.00       0.00       0.00
       73       0.00       0.00       0.00       0.00       0.00
       74       0.00       0.00       0.00       0.00       0.00
       75       0.00       0.00       0.00       0.00       0.00
       76       0.00       0.00       0.00       0.00       0.00
       77       0.00       0.00       0.00       0.00       0.00
       78       0.00       0.00       0.00       0.00       0.00
       79       0.00       0.00       0.00       0.00       0.00
       80       0.00       0.00       0.00       0.00       0.00
       81       0.00       0.00       0.00       0.00       0.00
       82       0.00       0.00       0.00       0.00       0.00
       83       0.00       0.00       0.00       0.00       0.00
       84       0.00       0.00       0.00       0.00       0.00
       85       0.00       0.00       0.00       0.00       0.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
       96       0.00       0.00       0.00       0.00       0.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 5: Pop 5)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       3.00       3.00       3.00       3.00       3.00
        1       0.00       1.77       3.84       5.91      12.00
        2       0.00       1.54       4.35       7.16      18.00
        3       0.00       1.36       4.56       7.77      15.00
        4       0.00       1.35       4.64       7.94      16.00
        5       0.00       1.30       4.73       8.15      17.00
        6       0.00       1.26       4.72       8.19      20.00
        7       0.00       1.09       4.61       8.13      17.00
        8       0.00       0.99       4.56       8.13      18.00
        9       0.00       0.90       4.59       8.29      18.00
       10       0.00       0.00       0.00       0.00       0.00
       11       0.00       0.00       0.00       0.00       0.00
       12       0.00       0.00       0.00       0.00       0.00
       13       0.00       0.00       0.00       0.00       0.00
       14       0.00       0.00       0.00       0.00       0.00
       15       0.00       0.00       0.00       0.00       0.00
       16       0.00       0.00       0.00       0.00       0.00
       17       0.00       0.00       0.00       0.00       0.00
       18       0.00       0.00       0.00       0.00       0.00
       19       0.00       0.00       0.00       0.00       0.00
       20       0.00       0.00       0.00       0.00       0.00
       21       0.00       0.00       0.00       0.00       0.00
       22       0.00       0.00       0.00       0.00       0.00
       23       0.00       0.00       0.00       0.00       0.00
       24       0.00       0.00       0.00       0.00       0.00
       25       0.00       0.00       0.00       0.00       0.00
       26       0.00       0.00       0.00       0.00       0.00
       27       0.00       0.00       0.00       0.00       0.00
       28       0.00       0.00       0.00       0.00       0.00
       29       0.00       0.00       0.00       0.00       0.00
       30       0.00       0.00       0.00       0.00       0.00
       31       0.00       0.00       0.00       0.00       0.00
       32       0.00       0.00       0.00       0.00       0.00
       33       0.00       0.00       0.00       0.00       0.00
       34       0.00       0.00       0.00       0.00       0.00
       35       0.00       0.00       0.00       0.00       0.00
       36       0.00       0.00       0.00       0.00       0.00
       37       0.00       0.00       0.00       0.00       0.00
       38       0.00       0.00       0.00       0.00       0.00
       39       0.00       0.00       0.00       0.00       0.00
       40       0.00       0.00       0.00       0.00       0.00
       41       0.00       0.00       0.00       0.00       0.00
       42       0.00       0.00       0.00       0.00       0.00
       43       0.00       0.00       0.00       0.00       0.00
       44       0.00       0.00       0.00       0.00       0.00
       45       0.00       0.00       0.00       0.00       0.00
       46       0.00       0.00       0.00       0.00       0.00
       47       0.00       0.00       0.00       0.00       0.00
       48       0.00       0.00       0.00       0.00       0.00
       49       0.00       0.00       0.00       0.00       0.00
       50       0.00       0.00       0.00       0.00       0.00
       51       0.00       0.00       0.00       0.00       0.00
       52       0.00       0.00       0.00       0.00       0.00
       53       0.00       0.00       0.00       0.00       0.00
       54       0.00       0.00       0.00       0.00       0.00
       55       0.00       0.00       0.00       0.00       0.00
       56       0.00       0.00       0.00       0.00       0.00
       57       0.00       0.00       0.00       0.00       0.00
       58       0.00       0.00       0.00       0.00       0.00
       59       0.00       0.00       0.00       0.00       0.00
       60       0.00       0.00       0.00       0.00       0.00
       61       0.00       0.00       0.00       0.00       0.00
       62       0.00       0.00       0.00       0.00       0.00
       63       0.00       0.00       0.00       0.00       0.00
       64       0.00       0.00       0.00       0.00       0.00
       65       0.00       0.00       0.00       0.00       0.00
