METAPOPULATION MODEL results; Date=8/3/2023 Time=02:38:17
===========================================================
B10




   19 populations (19 included in summation)
 1000 replications;  Duration = 100
===========================================================

Trajectory summary (Metapopulation)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0      76.00      76.00      76.00      76.00      76.00
        1      60.00      82.38      91.91     101.44     128.00
        2      64.00      89.15     102.09     115.03     144.00
        3      70.00      93.92     108.73     123.55     159.00
        4      68.00      96.98     112.01     127.03     159.00
        5      67.00      98.02     113.73     129.44     161.00
        6      66.00      98.88     114.37     129.85     183.00
        7      67.00      98.92     114.14     129.36     164.00
        8      69.00      98.78     114.36     129.94     165.00
        9      65.00      96.88     113.32     129.77     175.00
       10      37.00      57.83      68.19      78.56     100.00
       11      26.00      51.04      61.43      71.83      95.00
       12      28.00      47.23      57.81      68.39      98.00
       13      22.00      44.17      54.99      65.81      92.00
       14      23.00      42.23      52.61      63.00      89.00
       15      17.00      39.97      50.51      61.06      84.00
       16      16.00      38.51      49.37      60.23      83.00
       17      20.00      37.03      47.87      58.72      85.00
       18      16.00      35.69      46.47      57.25      84.00
       19      15.00      34.52      45.10      55.69      77.00
       20      15.00      33.47      44.29      55.11      74.00
       21      11.00      32.48      42.83      53.17      82.00
       22       6.00      31.34      41.87      52.40      73.00
       23       7.00      30.72      41.02      51.31      78.00
       24       7.00      29.86      40.39      50.93      79.00
       25       8.00      29.13      39.37      49.60      74.00
       26       6.00      28.03      38.50      48.98      86.00
       27       9.00      27.46      37.70      47.95      75.00
       28      11.00      27.19      37.36      47.53      75.00
       29       8.00      26.73      36.73      46.73      73.00
       30       8.00      26.14      35.95      45.77      68.00
       31       6.00      25.32      35.26      45.21      80.00
       32       4.00      24.84      34.57      44.30      69.00
       33       7.00      24.11      34.04      43.98      65.00
       34       6.00      23.74      33.79      43.85      65.00
       35       4.00      22.99      33.24      43.48      68.00
       36       1.00      22.95      32.87      42.79      71.00
       37       3.00      22.59      32.44      42.29      65.00
       38       3.00      22.13      31.99      41.85      64.00
       39       3.00      22.02      31.78      41.54      66.00
       40       1.00      21.67      31.53      41.38      66.00
       41       2.00      21.58      31.31      41.05      69.00
       42       1.00      21.03      31.07      41.10      68.00
       43       1.00      21.04      30.65      40.26      66.00
       44       1.00      21.03      30.60      40.16      60.00
       45       1.00      20.75      30.55      40.34      60.00
       46       1.00      20.47      30.45      40.42      62.00
       47       1.00      20.20      29.73      39.26      60.00
       48       1.00      20.05      29.46      38.88      56.00
       49       3.00      19.84      29.17      38.50      63.00
       50       4.00      19.52      28.84      38.16      64.00
       51       3.00      19.17      28.41      37.66      63.00
       52       2.00      18.99      28.18      37.37      63.00
       53       0.00      18.95      28.22      37.50      61.00
       54       0.00      18.51      27.84      37.17      57.00
       55       0.00      18.29      27.83      37.38      61.00
       56       0.00      17.87      27.55      37.22      66.00
       57       0.00      17.80      27.48      37.16      62.00
       58       0.00      17.45      27.25      37.05      57.00
       59       0.00      17.59      27.09      36.58      62.00
       60       0.00      17.71      27.28      36.85      57.00
       61       0.00      17.51      27.04      36.57      57.00
       62       0.00      17.19      26.89      36.59      64.00
       63       0.00      17.25      26.90      36.54      59.00
       64       0.00      16.98      26.47      35.95      56.00
       65       0.00      16.68      26.32      35.97      61.00
       66       0.00      16.60      26.06      35.51      59.00
       67       0.00      16.77      26.07      35.36      56.00
       68       0.00      16.68      26.11      35.54      57.00
       69       0.00      16.60      26.14      35.68      55.00
       70       0.00      16.24      25.77      35.30      56.00
       71       0.00      16.00      25.52      35.04      55.00
       72       0.00      16.11      25.42      34.72      55.00
       73       0.00      15.87      25.03      34.19      52.00
       74       0.00      15.55      24.72      33.88      60.00
       75       0.00      15.61      24.83      34.05      55.00
       76       0.00      15.75      24.85      33.95      56.00
       77       0.00      15.45      24.56      33.67      54.00
       78       0.00      15.54      24.53      33.53      55.00
       79       0.00      15.46      24.51      33.57      56.00
       80       0.00      15.12      24.49      33.87      52.00
       81       0.00      15.09      24.20      33.31      56.00
       82       0.00      15.05      24.06      33.07      51.00
       83       0.00      15.01      24.13      33.25      54.00
       84       0.00      15.36      24.34      33.33      51.00
       85       0.00      15.19      24.21      33.24      50.00
       86       0.00      14.72      23.97      33.21      58.00
       87       0.00      14.58      23.79      32.99      51.00
       88       0.00      14.63      23.79      32.94      51.00
       89       0.00      14.44      23.94      33.44      55.00
       90       0.00      14.82      23.71      32.60      49.00
       91       0.00      14.70      23.82      32.95      48.00
       92       0.00      14.49      23.45      32.42      52.00
       93       0.00      14.45      23.49      32.54      51.00
       94       0.00      14.14      23.51      32.89      55.00
       95       0.00      14.09      23.47      32.84      57.00
       96       0.00      14.11      23.50      32.89      53.00
       97       0.00      14.31      23.68      33.05      48.00
       98       0.00      14.30      23.68      33.06      54.00
       99       0.00      14.14      23.21      32.29      57.00
      100       0.00      13.90      23.03      32.16      51.00

                    Percentiles of final total abundance
               5th       25th       50th       75th       95th 
      100       8.00      16.00      23.00      29.00      38.00

Trajectory summary (Population 1: Pop 1)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       2.00       2.00       2.00       2.00       2.00
        1       0.00       0.96       2.51       4.06       9.00
        2       0.00       0.56       2.56       4.57      10.00
        3       0.00       0.30       2.60       4.89      15.00
        4       0.00       0.11       2.49       4.86      13.00
        5       0.00      -0.01       2.36       4.73      12.00
        6       0.00      -0.26       2.19       4.65      11.00
        7       0.00      -0.39       2.06       4.52      11.00
        8       0.00      -0.49       1.86       4.22      12.00
        9       0.00      -0.54       1.76       4.07      12.00
       10       0.00       0.00       0.00       0.00       0.00
       11       0.00       0.00       0.00       0.00       0.00
       12       0.00       0.00       0.00       0.00       0.00
       13       0.00       0.00       0.00       0.00       0.00
       14       0.00       0.00       0.00       0.00       0.00
       15       0.00       0.00       0.00       0.00       0.00
       16       0.00       0.00       0.00       0.00       0.00
       17       0.00       0.00       0.00       0.00       0.00
       18       0.00       0.00       0.00       0.00       0.00
       19       0.00       0.00       0.00       0.00       0.00
       20       0.00       0.00       0.00       0.00       0.00
       21       0.00       0.00       0.00       0.00       0.00
       22       0.00       0.00       0.00       0.00       0.00
       23       0.00       0.00       0.00       0.00       0.00
       24       0.00       0.00       0.00       0.00       0.00
       25       0.00       0.00       0.00       0.00       0.00
       26       0.00       0.00       0.00       0.00       0.00
       27       0.00       0.00       0.00       0.00       0.00
       28       0.00       0.00       0.00       0.00       0.00
       29       0.00       0.00       0.00       0.00       0.00
       30       0.00       0.00       0.00       0.00       0.00
       31       0.00       0.00       0.00       0.00       0.00
       32       0.00       0.00       0.00       0.00       0.00
       33       0.00       0.00       0.00       0.00       0.00
       34       0.00       0.00       0.00       0.00       0.00
       35       0.00       0.00       0.00       0.00       0.00
       36       0.00       0.00       0.00       0.00       0.00
       37       0.00       0.00       0.00       0.00       0.00
       38       0.00       0.00       0.00       0.00       0.00
       39       0.00       0.00       0.00       0.00       0.00
       40       0.00       0.00       0.00       0.00       0.00
       41       0.00       0.00       0.00       0.00       0.00
       42       0.00       0.00       0.00       0.00       0.00
       43       0.00       0.00       0.00       0.00       0.00
       44       0.00       0.00       0.00       0.00       0.00
       45       0.00       0.00       0.00       0.00       0.00
       46       0.00       0.00       0.00       0.00       0.00
       47       0.00       0.00       0.00       0.00       0.00
       48       0.00       0.00       0.00       0.00       0.00
       49       0.00       0.00       0.00       0.00       0.00
       50       0.00       0.00       0.00       0.00       0.00
       51       0.00       0.00       0.00       0.00       0.00
       52       0.00       0.00       0.00       0.00       0.00
       53       0.00       0.00       0.00       0.00       0.00
       54       0.00       0.00       0.00       0.00       0.00
       55       0.00       0.00       0.00       0.00       0.00
       56       0.00       0.00       0.00       0.00       0.00
       57       0.00       0.00       0.00       0.00       0.00
       58       0.00       0.00       0.00       0.00       0.00
       59       0.00       0.00       0.00       0.00       0.00
       60       0.00       0.00       0.00       0.00       0.00
       61       0.00       0.00       0.00       0.00       0.00
       62       0.00       0.00       0.00       0.00       0.00
       63       0.00       0.00       0.00       0.00       0.00
       64       0.00       0.00       0.00       0.00       0.00
       65       0.00       0.00       0.00       0.00       0.00
       66       0.00       0.00       0.00       0.00       0.00
       67       0.00       0.00       0.00       0.00       0.00
       68       0.00       0.00       0.00       0.00       0.00
       69       0.00       0.00       0.00       0.00       0.00
       70       0.00       0.00       0.00       0.00       0.00
       71       0.00       0.00       0.00       0.00       0.00
       72       0.00       0.00       0.00       0.00       0.00
       73       0.00       0.00       0.00       0.00       0.00
       74       0.00       0.00       0.00       0.00       0.00
       75       0.00       0.00       0.00       0.00       0.00
       76       0.00       0.00       0.00       0.00       0.00
       77       0.00       0.00       0.00       0.00       0.00
       78       0.00       0.00       0.00       0.00       0.00
       79       0.00       0.00       0.00       0.00       0.00
       80       0.00       0.00       0.00       0.00       0.00
       81       0.00       0.00       0.00       0.00       0.00
       82       0.00       0.00       0.00       0.00       0.00
       83       0.00       0.00       0.00       0.00       0.00
       84       0.00       0.00       0.00       0.00       0.00
       85       0.00       0.00       0.00       0.00       0.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
       96       0.00       0.00       0.00       0.00       0.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 2: Pop 2)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       6.00       6.00       6.00       6.00       6.00
        1       1.00       4.46       7.10       9.73      16.00
        2       0.00       4.25       7.87      11.49      22.00
        3       0.00       4.35       8.39      12.44      25.00
        4       0.00       4.40       8.64      12.87      25.00
        5       0.00       4.52       9.00      13.49      25.00
        6       0.00       4.58       8.98      13.39      26.00
        7       0.00       4.56       8.98      13.39      24.00
        8       0.00       4.57       9.12      13.67      24.00
        9       0.00       4.32       9.00      13.68      26.00
       10       0.00       2.08       4.56       7.04      13.00
       11       0.00       1.39       3.83       6.26      13.00
       12       0.00       1.00       3.40       5.80      12.00
       13       0.00       0.64       3.03       5.42      11.00
       14       0.00       0.40       2.84       5.27      12.00
       15       0.00       0.11       2.61       5.11      12.00
       16       0.00      -0.05       2.44       4.92      13.00
       17       0.00      -0.19       2.29       4.77      13.00
       18       0.00      -0.34       2.19       4.71      12.00
       19       0.00      -0.40       2.00       4.40      12.00
       20       0.00      -0.52       1.82       4.16      11.00
       21       0.00      -0.60       1.64       3.89      11.00
       22       0.00      -0.63       1.53       3.69      10.00
       23       0.00      -0.72       1.40       3.53      10.00
       24       0.00      -0.84       1.41       3.66      13.00
       25       0.00      -0.84       1.27       3.38      12.00
       26       0.00      -0.89       1.20       3.29      12.00
       27       0.00      -0.89       1.08       3.05      12.00
       28       0.00      -0.93       1.07       3.07      10.00
       29       0.00      -1.00       0.99       2.97      10.00
       30       0.00      -0.94       0.87       2.67      12.00
       31       0.00      -0.98       0.83       2.64      12.00
       32       0.00      -1.00       0.81       2.63      11.00
       33       0.00      -0.99       0.75       2.49       9.00
       34       0.00      -1.01       0.75       2.50      11.00
       35       0.00      -1.03       0.69       2.40      12.00
       36       0.00      -1.09       0.66       2.41      11.00
       37       0.00      -1.07       0.63       2.33      11.00
       38       0.00      -1.01       0.56       2.13      12.00
       39       0.00      -0.98       0.52       2.01      11.00
       40       0.00      -1.00       0.51       2.01      10.00
       41       0.00      -0.99       0.48       1.95      12.00
       42       0.00      -1.04       0.46       1.96      14.00
       43       0.00      -0.96       0.41       1.78      10.00
       44       0.00      -0.92       0.36       1.65      10.00
       45       0.00      -0.94       0.36       1.66      11.00
       46       0.00      -0.90       0.32       1.55      10.00
       47       0.00      -0.85       0.28       1.41      11.00
       48       0.00      -0.85       0.28       1.41       8.00
       49       0.00      -0.87       0.27       1.41      10.00
       50       0.00      -0.88       0.26       1.40       9.00
       51       0.00      -0.81       0.24       1.29       9.00
       52       0.00      -0.75       0.20       1.16       8.00
       53       0.00      -0.70       0.18       1.07       7.00
       54       0.00      -0.70       0.17       1.04       7.00
       55       0.00      -0.74       0.17       1.08       9.00
       56       0.00      -0.60       0.13       0.86       8.00
       57       0.00      -0.61       0.13       0.87       7.00
       58       0.00      -0.70       0.14       0.98      10.00
       59       0.00      -0.68       0.14       0.96      10.00
       60       0.00      -0.63       0.12       0.87       8.00
       61       0.00      -0.51       0.10       0.71       7.00
       62       0.00      -0.55       0.10       0.76       8.00
       63       0.00      -0.64       0.13       0.89       8.00
       64       0.00      -0.64       0.12       0.89       8.00
       65       0.00      -0.53       0.10       0.73       7.00
       66       0.00      -0.59       0.09       0.78      10.00
       67       0.00      -0.60       0.09       0.77      11.00
       68       0.00      -0.66       0.11       0.88       9.00
       69       0.00      -0.54       0.09       0.72       6.00
       70       0.00      -0.55       0.08       0.70       8.00
       71       0.00      -0.43       0.06       0.55       7.00
       72       0.00      -0.42       0.05       0.53       7.00
       73       0.00      -0.48       0.06       0.60       7.00
       74       0.00      -0.50       0.06       0.62       7.00
       75       0.00      -0.53       0.05       0.63      12.00
       76       0.00      -0.43       0.05       0.52       9.00
       77       0.00      -0.45       0.05       0.54       8.00
       78       0.00      -0.52       0.05       0.62      10.00
       79       0.00      -0.38       0.04       0.45       8.00
       80       0.00      -0.40       0.03       0.47       7.00
       81       0.00      -0.43       0.04       0.50      10.00
       82       0.00      -0.30       0.02       0.34       7.00
       83       0.00      -0.22       0.02       0.25       6.00
       84       0.00      -0.25       0.02       0.29       5.00
       85       0.00      -0.23       0.01       0.25       5.00
       86       0.00      -0.18       0.01       0.20       4.00
       87       0.00      -0.22       0.01       0.24       6.00
       88       0.00      -0.14       0.01       0.15       4.00
       89       0.00      -0.13       0.01       0.14       4.00
       90       0.00      -0.14       0.01       0.15       4.00
       91       0.00      -0.15       0.01       0.17       4.00
       92       0.00      -0.25       0.01       0.26       8.00
       93       0.00      -0.25       0.01       0.27       8.00
       94       0.00      -0.22       0.01       0.24       7.00
       95       0.00      -0.26       0.01       0.28       8.00
       96       0.00      -0.19       0.01       0.21       6.00
       97       0.00      -0.16       0.01       0.18       5.00
       98       0.00      -0.16       0.01       0.18       5.00
       99       0.00      -0.29       0.01       0.31       8.00
      100       0.00      -0.11       0.00       0.12       3.00

Trajectory summary (Population 3: Pop 3)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0      10.00      10.00      10.00      10.00      10.00
        1       2.00       8.60      12.09      15.58      26.00
        2       1.00       8.84      13.75      18.66      31.00
        3       1.00       9.48      14.87      20.25      34.00
        4       0.00       9.84      15.60      21.35      34.00
        5       0.00      10.23      16.29      22.35      34.00
        6       0.00      10.85      16.77      22.69      39.00
        7       0.00      11.14      17.09      23.04      36.00
        8       0.00      11.35      17.34      23.34      37.00
        9       0.00       6.54      10.01      13.47      22.00
       10       0.00       2.76       5.07       7.39      15.00
       11       0.00       1.88       4.12       6.35      13.00
       12       0.00       1.42       3.78       6.13      14.00
       13       0.00       1.07       3.51       5.96      16.00
       14       0.00       0.75       3.20       5.65      13.00
       15       0.00       0.50       2.94       5.39      15.00
       16       0.00       0.32       2.78       5.24      13.00
       17       0.00       0.11       2.55       4.99      11.00
       18       0.00      -0.06       2.36       4.78      12.00
       19       0.00      -0.26       2.15       4.57      11.00
       20       0.00      -0.41       1.99       4.39      13.00
       21       0.00      -0.53       1.85       4.24      13.00
       22       0.00      -0.59       1.70       3.99      11.00
       23       0.00      -0.65       1.60       3.85      13.00
       24       0.00      -0.71       1.48       3.67      12.00
       25       0.00      -0.79       1.37       3.53      10.00
       26       0.00      -0.89       1.26       3.42      11.00
       27       0.00      -0.85       1.12       3.10      11.00
       28       0.00      -0.96       1.13       3.23      13.00
       29       0.00      -0.97       1.07       3.12       9.00
       30       0.00      -0.92       0.96       2.85      11.00
       31       0.00      -1.00       0.94       2.88      12.00
       32       0.00      -1.05       0.91       2.87      12.00
       33       0.00      -1.01       0.82       2.65      10.00
       34       0.00      -0.99       0.74       2.46      10.00
       35       0.00      -1.01       0.71       2.43      12.00
       36       0.00      -1.02       0.67       2.35      12.00
       37       0.00      -0.98       0.61       2.20      10.00
       38       0.00      -1.00       0.58       2.16      10.00
       39       0.00      -0.98       0.55       2.08       9.00
       40       0.00      -0.97       0.52       2.02      13.00
       41       0.00      -0.99       0.49       1.97      13.00
       42       0.00      -0.93       0.47       1.87       8.00
       43       0.00      -0.91       0.43       1.76      10.00
       44       0.00      -0.90       0.40       1.70      10.00
       45       0.00      -0.94       0.39       1.71      10.00
       46       0.00      -0.90       0.35       1.61      10.00
       47       0.00      -0.83       0.33       1.49       8.00
       48       0.00      -0.85       0.31       1.48      10.00
       49       0.00      -0.83       0.29       1.42       9.00
       50       0.00      -0.93       0.31       1.55      10.00
       51       0.00      -0.90       0.30       1.50       9.00
       52       0.00      -0.85       0.27       1.40       9.00
       53       0.00      -0.80       0.25       1.30      11.00
       54       0.00      -0.77       0.21       1.19      11.00
       55       0.00      -0.76       0.20       1.16       9.00
       56       0.00      -0.72       0.18       1.09       9.00
       57       0.00      -0.73       0.19       1.10      10.00
       58       0.00      -0.73       0.18       1.10       8.00
       59       0.00      -0.80       0.19       1.17      12.00
       60       0.00      -0.76       0.17       1.10       9.00
       61       0.00      -0.68       0.16       0.99       8.00
       62       0.00      -0.74       0.16       1.06       9.00
       63       0.00      -0.66       0.14       0.93       8.00
       64       0.00      -0.63       0.13       0.90       7.00
       65       0.00      -0.63       0.12       0.88       9.00
       66       0.00      -0.68       0.13       0.94      10.00
       67       0.00      -0.67       0.12       0.91       9.00
       68       0.00      -0.65       0.12       0.90       7.00
       69       0.00      -0.60       0.11       0.82       8.00
       70       0.00      -0.51       0.09       0.70       7.00
       71       0.00      -0.60       0.10       0.80       9.00
       72       0.00      -0.61       0.10       0.80       9.00
       73       0.00      -0.67       0.09       0.85      14.00
       74       0.00      -0.57       0.09       0.74       8.00
       75       0.00      -0.53       0.08       0.68       7.00
       76       0.00      -0.54       0.07       0.69       8.00
       77       0.00      -0.58       0.08       0.73       9.00
       78       0.00      -0.48       0.06       0.61       6.00
       79       0.00      -0.57       0.07       0.71      10.00
       80       0.00      -0.47       0.06       0.58       7.00
       81       0.00      -0.50       0.06       0.62       8.00
       82       0.00      -0.37       0.04       0.45       6.00
       83       0.00      -0.46       0.05       0.55       8.00
       84       0.00      -0.45       0.05       0.54       8.00
       85       0.00      -0.46       0.04       0.55      10.00
       86       0.00      -0.36       0.04       0.43       7.00
       87       0.00      -0.52       0.05       0.62       9.00
       88       0.00      -0.44       0.04       0.52      11.00
       89       0.00      -0.33       0.03       0.39       6.00
       90       0.00      -0.28       0.02       0.33       6.00
       91       0.00      -0.29       0.02       0.34       6.00
       92       0.00      -0.28       0.02       0.33       6.00
       93       0.00      -0.19       0.01       0.22       4.00
       94       0.00      -0.34       0.03       0.40       6.00
       95       0.00      -0.28       0.02       0.33       6.00
       96       0.00      -0.30       0.03       0.35       6.00
       97       0.00      -0.25       0.02       0.30       5.00
       98       0.00      -0.24       0.02       0.27       5.00
       99       0.00      -0.28       0.02       0.32       6.00
      100       0.00      -0.33       0.02       0.38       8.00

Trajectory summary (Population 4: Pop 4)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       2.00       2.00       2.00       2.00       2.00
        1       0.00       0.74       2.23       3.72       8.00
        2       0.00       0.47       2.20       3.93       9.00
        3       0.00       0.13       2.03       3.92      10.00
