METAPOPULATION MODEL results; Date=8/4/2023 Time=16:48:50
===========================================================
B20




   35 populations (35 included in summation)
 1000 replications;  Duration = 100
===========================================================

Terminal extinction risk

 Threshold  Probability     95% confidence interval
       321       0.0010          0.0000   0.0290
       322       0.0010          0.0000   0.0290
       323       0.0010          0.0000   0.0290
       324       0.0010          0.0000   0.0290
       325       0.0010          0.0000   0.0290
       326       0.0010          0.0000   0.0290
       327       0.0020          0.0000   0.0300
       328       0.0020          0.0000   0.0300
       329       0.0020          0.0000   0.0300
       330       0.0020          0.0000   0.0300
       331       0.0020          0.0000   0.0300
       332       0.0020          0.0000   0.0300
       333       0.0020          0.0000   0.0300
       334       0.0020          0.0000   0.0300
       335       0.0020          0.0000   0.0300
       336       0.0020          0.0000   0.0300
       337       0.0020          0.0000   0.0300
       338       0.0020          0.0000   0.0300
       339       0.0030          0.0000   0.0310
       340       0.0030          0.0000   0.0310
       341       0.0030          0.0000   0.0310
       342       0.0030          0.0000   0.0310
       343       0.0030          0.0000   0.0310
       344       0.0040          0.0000   0.0320
       345       0.0040          0.0000   0.0320
       346       0.0040          0.0000   0.0320
       347       0.0040          0.0000   0.0320
       348       0.0040          0.0000   0.0320
       349       0.0040          0.0000   0.0320
       350       0.0040          0.0000   0.0320
       351       0.0050          0.0000   0.0330
       352       0.0050          0.0000   0.0330
       353       0.0070          0.0000   0.0350
       354       0.0080          0.0000   0.0360
       355       0.0090          0.0000   0.0370
       356       0.0090          0.0000   0.0370
       357       0.0090          0.0000   0.0370
       358       0.0120          0.0000   0.0400
       359       0.0120          0.0000   0.0400
       360       0.0130          0.0000   0.0410
       361       0.0140          0.0000   0.0420
       362       0.0150          0.0000   0.0430
       363       0.0160          0.0000   0.0440
       364       0.0160          0.0000   0.0440
       365       0.0160          0.0000   0.0440
       366       0.0190          0.0000   0.0470
       367       0.0200          0.0000   0.0480
       368       0.0230          0.0000   0.0510
       369       0.0250          0.0000   0.0530
       370       0.0270          0.0000   0.0550
       371       0.0270          0.0000   0.0550
       372       0.0310          0.0030   0.0590
       373       0.0340          0.0060   0.0620
       374       0.0350          0.0070   0.0630
       375       0.0370          0.0090   0.0650
       376       0.0410          0.0130   0.0690
       377       0.0430          0.0150   0.0710
       378       0.0460          0.0180   0.0740
       379       0.0490          0.0210   0.0770
       380       0.0520          0.0240   0.0800
       381       0.0560          0.0280   0.0840
       382       0.0570          0.0290   0.0850
       383       0.0580          0.0300   0.0860
       384       0.0620          0.0340   0.0900
       385       0.0640          0.0360   0.0920
       386       0.0700          0.0420   0.0980
       387       0.0760          0.0480   0.1040
