METAPOPULATION MODEL results; Date=8/4/2023 Time=16:48:50
===========================================================
B20




   35 populations (35 included in summation)
 1000 replications;  Duration = 100
===========================================================

Terminal extinction risk

 Threshold  Probability     95% confidence interval
       388       0.0820          0.0540   0.1100
       389       0.0850          0.0570   0.1130
       390       0.0920          0.0640   0.1200
       391       0.1000          0.0720   0.1280
       392       0.1060          0.0780   0.1340
       393       0.1150          0.0870   0.1430
       394       0.1200          0.0920   0.1480
       395       0.1270          0.0990   0.1550
       396       0.1340          0.1060   0.1620
       397       0.1400          0.1120   0.1680
       398       0.1440          0.1160   0.1720
       399       0.1500          0.1220   0.1780
       400       0.1570          0.1290   0.1850
       401       0.1690          0.1410   0.1970
       402       0.1760          0.1480   0.2040
       403       0.1840          0.1560   0.2120
       404       0.1910          0.1630   0.2190
       405       0.2020          0.1740   0.2300
       406       0.2110          0.1830   0.2390
       407       0.2220          0.1940   0.2500
       408       0.2290          0.2010   0.2570
       409       0.2350          0.2070   0.2630
       410       0.2400          0.2120   0.2680
       411       0.2510          0.2230   0.2790
       412       0.2600          0.2320   0.2880
       413       0.2740          0.2460   0.3020
       414       0.2860          0.2580   0.3140
       415       0.2970          0.2690   0.3250
       416       0.3080          0.2800   0.3360
       417       0.3210          0.2930   0.3490
       418       0.3250          0.2970   0.3530
       419       0.3350          0.3070   0.3630
       420       0.3500          0.3220   0.3780
       421       0.3640          0.3360   0.3920
       422       0.3760          0.3480   0.4040
       423       0.3890          0.3610   0.4170
       424       0.4110          0.3830   0.4390
       425       0.4230          0.3950   0.4510
       426       0.4410          0.4130   0.4690
       427       0.4570          0.4290   0.4850
       428       0.4640          0.4360   0.4920
       429       0.4740          0.4460   0.5020
       430       0.4890          0.4610   0.5170
       431       0.5040          0.4760   0.5320
       432       0.5140          0.4860   0.5420
       433       0.5290          0.5010   0.5570
       434       0.5400          0.5120   0.5680
       435       0.5550          0.5270   0.5830
       436       0.5660          0.5380   0.5940
       437       0.5800          0.5520   0.6080
       438       0.5890          0.5610   0.6170
       439       0.6040          0.5760   0.6320
       440       0.6110          0.5830   0.6390
       441       0.6220          0.5940   0.6500
       442       0.6330          0.6050   0.6610
       443       0.6470          0.6190   0.6750
       444       0.6570          0.6290   0.6850
       445       0.6660          0.6380   0.6940
       446       0.6760          0.6480   0.7040
       447       0.6930          0.6650   0.7210
       448       0.7060          0.6780   0.7340
       449       0.7140          0.6860   0.7420
       450       0.7250          0.6970   0.7530
       451       0.7330          0.7050   0.7610
       452       0.7410          0.7130   0.7690
       453       0.7510          0.7230   0.7790
       454       0.7560          0.7280   0.7840
       455       0.7670          0.7390   0.7950
       456       0.7760          0.7480   0.8040
       457       0.7900          0.7620   0.8180
       458       0.8070          0.7790   0.8350
       459       0.8180          0.7900   0.8460
       460       0.8310          0.8030   0.8590
       461       0.8340          0.8060   0.8620
       462       0.8440          0.8160   0.8720
       463       0.8530          0.8250   0.8810
       464       0.8660          0.8380   0.8940
       465       0.8770          0.8490   0.9050
       466       0.8850          0.8570   0.9130
       467       0.8890          0.8610   0.9170
       468       0.8960          0.8680   0.9240
       469       0.9020          0.8740   0.9300
       470       0.9070          0.8790   0.9350
       471       0.9100          0.8820   0.9380
       472       0.9150          0.8870   0.9430
       473       0.9200          0.8920   0.9480
       474       0.9230          0.8950   0.9510
       475       0.9270          0.8990   0.9550
       476       0.9340          0.9060   0.9620
       477       0.9360          0.9080   0.9640
       478       0.9380          0.9100   0.9660
       479       0.9450          0.9170   0.9730
       480       0.9490          0.9210   0.9770
       481       0.9560          0.9280   0.9840
       482       0.9560          0.9280   0.9840
       483       0.9580          0.9300   0.9860
       484       0.9580          0.9300   0.9860
       485       0.9610          0.9330   0.9890
       486       0.9620          0.9340   0.9900
       487       0.9660          0.9380   0.9940
       488       0.9710          0.9430   0.9990
       489       0.9740          0.9460   1.0000
       490       0.9740          0.9460   1.0000
       491       0.9770          0.9490   1.0000
       492       0.9780          0.9500   1.0000
       493       0.9790          0.9510   1.0000
       494       0.9840          0.9560   1.0000
       495       0.9840          0.9560   1.0000
       496       0.9850          0.9570   1.0000
       497       0.9860          0.9580   1.0000
       498       0.9880          0.9600   1.0000
       499       0.9880          0.9600   1.0000
       500       0.9880          0.9600   1.0000
       501       0.9880          0.9600   1.0000
       502       0.9890          0.9610   1.0000
       503       0.9900          0.9620   1.0000
       504       0.9910          0.9630   1.0000
       505       0.9910          0.9630   1.0000
       506       0.9920          0.9640   1.0000
       507       0.9920          0.9640   1.0000
       508       0.9940          0.9660   1.0000
       509       0.9940          0.9660   1.0000
       510       0.9940          0.9660   1.0000
       511       0.9940          0.9660   1.0000
       512       0.9940          0.9660   1.0000
       513       0.9940          0.9660   1.0000
       514       0.9960          0.9680   1.0000
       515       0.9960          0.9680   1.0000
       516       0.9960          0.9680   1.0000
       517       0.9960          0.9680   1.0000
       518       0.9970          0.9690   1.0000
       519       0.9980          0.9700   1.0000
       520       0.9990          0.9710   1.0000
       521       1.0000          0.9720   1.0000
