METAPOPULATION MODEL results; Date=8/4/2023 Time=16:48:50
===========================================================
B20




   35 populations (35 included in summation)
 1000 replications;  Duration = 100
===========================================================

Terminal explosion risk

 Threshold  Probability     95% confidence interval
       492       0.0230          0.0000   0.0510
       493       0.0220          0.0000   0.0500
       494       0.0210          0.0000   0.0490
       495       0.0160          0.0000   0.0440
       496       0.0160          0.0000   0.0440
       497       0.0150          0.0000   0.0430
       498       0.0140          0.0000   0.0420
       499       0.0120          0.0000   0.0400
       500       0.0120          0.0000   0.0400
       501       0.0120          0.0000   0.0400
       502       0.0120          0.0000   0.0400
       503       0.0110          0.0000   0.0390
       504       0.0100          0.0000   0.0380
       505       0.0090          0.0000   0.0370
       506       0.0090          0.0000   0.0370
       507       0.0080          0.0000   0.0360
       508       0.0080          0.0000   0.0360
       509       0.0060          0.0000   0.0340
       510       0.0060          0.0000   0.0340
       511       0.0060          0.0000   0.0340
       512       0.0060          0.0000   0.0340
       513       0.0060          0.0000   0.0340
       514       0.0060          0.0000   0.0340
       515       0.0040          0.0000   0.0320
       516       0.0040          0.0000   0.0320
       517       0.0040          0.0000   0.0320
       518       0.0040          0.0000   0.0320
       519       0.0030          0.0000   0.0310
       520       0.0020          0.0000   0.0300
       521       0.0010          0.0000   0.0290
