METAPOPULATION MODEL results; Date=8/5/2023 Time=01:24:06
===========================================================
B20




   52 populations (52 included in summation)
 1000 replications;  Duration = 100
===========================================================

Trajectory summary (Metapopulation)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
       44     125.00     169.74     193.14     216.54     259.00
       45     119.00     169.56     192.19     214.81     264.00
       46     109.00     168.69     191.44     214.19     264.00
       47     122.00     167.77     190.56     213.34     279.00
       48     117.00     167.36     190.75     214.14     286.00
       49     125.00     166.25     189.67     213.10     282.00
       50     116.00     165.99     188.96     211.93     262.00
       51     127.00     165.50     187.62     209.73     245.00
       52     121.00     164.93     186.98     209.03     269.00
       53     119.00     163.04     185.80     208.56     259.00
       54     116.00     161.79     184.94     208.10     253.00
       55     116.00     161.56     185.13     208.70     271.00
       56     115.00     162.26     184.63     207.00     255.00
       57      99.00     161.74     184.23     206.72     263.00
       58      86.00     160.85     183.28     205.70     252.00
       59      89.00     158.81     182.34     205.88     265.00
       60      92.00     158.50     181.79     205.08     251.00
       61     103.00     158.44     181.51     204.57     254.00
       62     115.00     157.28     180.70     204.12     258.00
       63     110.00     156.81     179.55     202.29     248.00
       64     113.00     155.83     178.91     201.99     243.00
       65     111.00     155.88     178.26     200.64     260.00
       66     111.00     155.32     177.21     199.11     243.00
       67     116.00     154.87     177.53     200.19     257.00
       68     106.00     152.86     176.45     200.05     263.00
       69     103.00     153.27     176.39     199.51     246.00
       70      99.00     152.91     175.99     199.08     241.00
       71     110.00     152.23     175.28     198.33     253.00
       72     101.00     151.86     174.76     197.67     254.00
       73      99.00     150.60     174.12     197.63     260.00
       74      96.00     150.53     173.72     196.91     245.00
       75     108.00     150.93     173.93     196.93     240.00
       76     108.00     150.35     173.10     195.84     245.00
       77     106.00     150.20     173.18     196.16     243.00
       78      98.00     149.56     172.69     195.82     251.00
       79      83.00     148.85     171.88     194.90     272.00
       80      95.00     148.41     171.29     194.16     249.00
       81     100.00     147.49     170.38     193.27     243.00
       82      98.00     147.08     170.44     193.79     245.00
       83      96.00     146.78     169.81     192.84     254.00
       84      99.00     145.69     169.29     192.89     243.00
       85      93.00     145.78     169.19     192.60     241.00
       86      90.00     145.13     168.61     192.09     240.00
       87      89.00     144.60     168.02     191.45     240.00
       88      99.00     145.33     168.17     191.00     238.00
       89      99.00     145.04     168.25     191.47     236.00
       90      97.00     144.68     167.51     190.35     233.00
       91      98.00     143.20     166.54     189.87     236.00
       92      83.00     141.66     165.35     189.04     231.00
       93      88.00     141.34     164.87     188.41     247.00
       94      85.00     140.72     164.44     188.15     243.00
       95      90.00     140.37     163.85     187.34     236.00
       96     100.00     140.80     163.95     187.09     231.00
       97      88.00     140.49     163.32     186.16     230.00
       98      90.00     139.99     163.08     186.18     245.00
       99      88.00     139.47     163.34     187.21     238.00
      100      95.00     139.86     163.18     186.51     265.00

                    Percentiles of final total abundance
               5th       25th       50th       75th       95th 
      100     125.00     148.00     163.00     179.00     201.05

Trajectory summary (Population 1: Pop 1)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0      37.00      37.00      37.00      37.00      37.00
        1      25.00      38.75      45.42      52.09      68.00
        2      27.00      43.49      52.92      62.36      85.00
        3      28.00      47.93      58.77      69.60      98.00
        4      31.00      51.91      62.99      74.07     100.00
        5      36.00      54.94      66.34      77.73     110.00
        6      38.00      57.80      69.18      80.57     107.00
        7      35.00      59.17      70.52      81.86     110.00
        8      36.00      60.76      71.62      82.49     106.00
        9      18.00      29.02      34.15      39.29      53.00
       10      11.00      20.23      25.42      30.61      42.00
       11       8.00      17.09      22.56      28.02      45.00
       12       4.00      15.59      21.06      26.52      45.00
       13       4.00      14.73      20.16      25.58      40.00
       14       3.00      14.14      19.62      25.10      35.00
       15       3.00      13.64      19.24      24.83      38.00
       16       1.00      13.58      19.21      24.84      39.00
       17       1.00      13.29      19.13      24.97      38.00
       18       1.00      12.97      18.92      24.86      42.00
       19       0.00      12.86      18.84      24.83      36.00
       20       0.00      12.91      18.92      24.94      39.00
       21       0.00      12.67      18.58      24.49      37.00
       22       0.00      12.34      18.12      23.90      39.00
       23       0.00      12.42      18.21      24.00      37.00
       24       0.00      12.39      18.25      24.12      36.00
       25       0.00      12.37      18.17      23.97      39.00
       26       0.00      12.59      18.30      24.01      39.00
       27       0.00      12.41      18.27      24.12      37.00
       28       0.00      12.27      18.22      24.17      40.00
       29       0.00      12.45      18.39      24.34      38.00
       30       0.00      12.31      18.36      24.41      41.00
       31       0.00      12.41      18.28      24.16      41.00
       32       0.00      12.16      18.36      24.56      38.00
       33       0.00      11.96      18.08      24.20      43.00
       34       0.00      12.09      18.01      23.93      35.00
       35       0.00      12.13      18.08      24.02      39.00
       36       0.00      12.40      18.34      24.28      36.00
       37       0.00      12.41      18.29      24.17      39.00
       38       0.00      12.36      18.28      24.20      36.00
       39       0.00      12.59      18.45      24.30      41.00
       40       0.00      12.68      18.60      24.52      36.00
       41       0.00      12.82      18.70      24.58      40.00
       42       0.00      12.73      18.62      24.51      34.00
       43       0.00      12.70      18.57      24.44      36.00
       44       0.00      12.58      18.50      24.43      38.00
       45       0.00      12.77      18.64      24.51      38.00
       46       0.00      12.60      18.48      24.37      39.00
       47       0.00      12.24      18.40      24.56      39.00
       48       0.00      12.39      18.51      24.62      37.00
       49       0.00      12.65      18.67      24.68      38.00
       50       0.00      12.58      18.57      24.57      35.00
       51       0.00      12.64      18.48      24.32      40.00
       52       0.00      12.68      18.41      24.14      38.00
       53       0.00      12.62      18.40      24.18      38.00
       54       0.00      12.50      18.31      24.12      41.00
       55       0.00      12.65      18.49      24.33      37.00
       56       0.00      12.56      18.45      24.33      37.00
       57       0.00      12.47      18.32      24.18      34.00
       58       0.00      12.40      18.42      24.44      38.00
       59       0.00      12.34      18.43      24.53      40.00
       60       0.00      12.36      18.30      24.24      38.00
       61       0.00      12.72      18.57      24.42      40.00
       62       0.00      12.44      18.49      24.54      37.00
       63       0.00      12.49      18.34      24.20      37.00
       64       0.00      12.42      18.32      24.22      38.00
       65       0.00      12.40      18.40      24.40      39.00
       66       0.00      12.27      18.11      23.96      41.00
       67       0.00      12.24      18.05      23.86      34.00
       68       0.00      12.14      18.06      23.97      41.00
       69       0.00      12.20      18.35      24.51      39.00
       70       0.00      12.00      18.06      24.13      38.00
       71       0.00      12.21      18.45      24.69      38.00
       72       0.00      12.19      18.47      24.75      37.00
       73       0.00      12.02      18.10      24.18      35.00
       74       0.00      12.21      18.11      24.02      39.00
       75       0.00      12.13      18.20      24.28      36.00
       76       0.00      12.38      18.34      24.31      37.00
       77       0.00      12.09      18.17      24.25      37.00
       78       0.00      12.23      18.32      24.41      38.00
       79       0.00      12.25      18.24      24.23      39.00
       80       0.00      12.19      18.29      24.38      38.00
       81       0.00      12.23      18.24      24.25      34.00
       82       0.00      11.98      18.23      24.49      43.00
       83       0.00      12.25      18.18      24.11      36.00
       84       0.00      12.20      18.23      24.25      37.00
       85       0.00      12.29      18.21      24.13      35.00
       86       0.00      12.19      18.11      24.03      35.00
       87       0.00      11.99      18.09      24.19      37.00
       88       0.00      12.12      18.21      24.29      36.00
       89       0.00      12.25      18.15      24.04      34.00
       90       0.00      12.21      18.12      24.03      35.00
       91       0.00      12.00      18.29      24.58      42.00
       92       0.00      12.18      18.33      24.47      36.00
       93       0.00      12.03      18.20      24.37      37.00
       94       0.00      12.07      18.17      24.28      35.00
       95       0.00      12.24      18.19      24.14      37.00
       96       0.00      12.21      18.31      24.40      38.00
       97       0.00      12.29      18.28      24.28      38.00
       98       0.00      12.10      18.30      24.49      37.00
       99       0.00      12.00      18.23      24.46      39.00
      100       0.00      12.08      18.23      24.37      40.00

Trajectory summary (Population 2: Pop 2)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0      13.00      13.00      13.00      13.00      13.00
        1       5.00      11.73      15.81      19.88      32.00
        2       5.00      12.42      17.92      23.41      43.00
        3       3.00      13.30      19.58      25.86      39.00
        4       2.00      14.24      20.85      27.45      43.00
        5       2.00      14.98      21.58      28.18      46.00
        6       0.00      15.57      22.28      28.99      48.00
        7       0.00      15.94      22.65      29.36      43.00
        8       0.00      16.36      23.04      29.72      44.00
        9       0.00       8.28      11.71      15.14      25.00
       10       0.00       1.49       3.42       5.36      12.00
       11       0.00       0.86       2.85       4.83      11.00
       12       0.00       0.51       2.52       4.54      11.00
       13       0.00       0.22       2.22       4.23      10.00
       14       0.00       0.01       1.97       3.94      10.00
       15       0.00      -0.23       1.77       3.78      10.00
       16       0.00      -0.40       1.59       3.59      10.00
       17       0.00      -0.54       1.45       3.44      11.00
       18       0.00      -0.62       1.31       3.24      10.00
       19       0.00      -0.69       1.12       2.93       8.00
       20       0.00      -0.75       1.04       2.83      10.00
       21       0.00      -0.79       0.93       2.64      11.00
       22       0.00      -0.74       0.83       2.41       9.00
       23       0.00      -0.74       0.72       2.18       8.00
       24       0.00      -0.76       0.65       2.07       8.00
       25       0.00      -0.87       0.60       2.08      10.00
       26       0.00      -0.84       0.54       1.93      10.00
       27       0.00      -0.80       0.47       1.75       8.00
       28       0.00      -0.82       0.42       1.65       9.00
       29       0.00      -0.79       0.36       1.51       9.00
       30       0.00      -0.71       0.31       1.33       8.00
       31       0.00      -0.80       0.30       1.40      10.00
       32       0.00      -0.64       0.24       1.11       7.00
       33       0.00      -0.69       0.22       1.13       7.00
       34       0.00      -0.62       0.19       0.99       8.00
       35       0.00      -0.56       0.15       0.86       7.00
       36       0.00      -0.65       0.16       0.97       8.00
       37       0.00      -0.64       0.16       0.96       9.00
       38       0.00      -0.53       0.11       0.76       7.00
       39       0.00      -0.59       0.12       0.83       7.00
       40       0.00      -0.54       0.10       0.74       8.00
       41       0.00      -0.43       0.08       0.58       5.00
       42       0.00      -0.42       0.07       0.57       7.00
       43       0.00      -0.43       0.06       0.56       8.00
       44       0.00      -0.48       0.07       0.61       7.00
       45       0.00      -0.41       0.06       0.53       5.00
       46       0.00      -0.34       0.04       0.43       5.00
       47       0.00      -0.34       0.04       0.41       6.00
       48       0.00      -0.37       0.04       0.46       6.00
       49       0.00      -0.35       0.04       0.43       7.00
       50       0.00      -0.42       0.05       0.52       6.00
       51       0.00      -0.32       0.03       0.39       6.00
       52       0.00      -0.30       0.03       0.35       6.00
       53       0.00      -0.38       0.03       0.44       9.00
       54       0.00      -0.27       0.02       0.32       5.00
       55       0.00      -0.28       0.02       0.32       5.00
       56       0.00      -0.23       0.02       0.26       5.00
       57       0.00      -0.30       0.02       0.33       9.00
       58       0.00      -0.08       0.00       0.09       2.00
       59       0.00      -0.11       0.01       0.12       3.00
       60       0.00      -0.10       0.00       0.10       3.00
       61       0.00      -0.22       0.01       0.24       7.00
       62       0.00      -0.22       0.01       0.24       7.00
       63       0.00      -0.16       0.01       0.17       5.00
       64       0.00      -0.16       0.01       0.18       5.00
       65       0.00      -0.13       0.01       0.14       3.00
       66       0.00      -0.18       0.01       0.19       5.00
       67       0.00      -0.16       0.01       0.18       5.00
       68       0.00      -0.10       0.00       0.10       3.00
       69       0.00      -0.24       0.01       0.26       8.00
       70       0.00      -0.03       0.00       0.03       1.00
       71       0.00      -0.12       0.00       0.13       4.00
       72       0.00      -0.15       0.00       0.16       5.00
       73       0.00      -0.18       0.01       0.20       6.00
       74       0.00      -0.15       0.00       0.16       5.00
       75       0.00      -0.06       0.00       0.07       2.00
       76       0.00      -0.09       0.00       0.10       3.00
       77       0.00      -0.12       0.00       0.13       4.00
       78       0.00      -0.12       0.00       0.13       4.00
       79       0.00      -0.12       0.00       0.13       4.00
       80       0.00      -0.15       0.00       0.16       5.00
       81       0.00      -0.12       0.00       0.13       4.00
       82       0.00      -0.03       0.00       0.03       1.00
       83       0.00      -0.06       0.00       0.07       2.00
       84       0.00      -0.06       0.00       0.07       2.00
       85       0.00      -0.06       0.00       0.07       2.00
       86       0.00      -0.03       0.00       0.03       1.00
       87       0.00      -0.09       0.00       0.10       3.00
       88       0.00      -0.06       0.00       0.07       2.00
       89       0.00      -0.09       0.00       0.10       3.00
       90       0.00      -0.06       0.00       0.07       2.00
       91       0.00      -0.12       0.00       0.13       4.00
       92       0.00      -0.15       0.00       0.16       5.00
       93       0.00      -0.03       0.00       0.03       1.00
       94       0.00      -0.09       0.00       0.10       3.00
       95       0.00      -0.09       0.00       0.10       3.00
       96       0.00      -0.06       0.00       0.07       2.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 3: Pop 3)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       1.00       1.00       1.00       1.00       1.00
        1       0.00       0.13       1.29       2.44       8.00
        2       0.00      -0.18       1.48       3.14       9.00
        3       0.00      -0.38       1.40       3.18       8.00
        4       0.00      -0.55       1.30       3.16      10.00
        5       0.00      -0.60       1.13       2.87       9.00
        6       0.00      -0.64       1.00       2.63      10.00
        7       0.00      -0.73       0.91       2.56       8.00
        8       0.00      -0.87       0.89       2.65      11.00
        9       0.00      -0.86       0.77       2.40      10.00
       10       0.00       0.00       0.00       0.00       0.00
       11       0.00       0.00       0.00       0.00       0.00
       12       0.00       0.00       0.00       0.00       0.00
       13       0.00       0.00       0.00       0.00       0.00
       14       0.00       0.00       0.00       0.00       0.00
       15       0.00       0.00       0.00       0.00       0.00
       16       0.00       0.00       0.00       0.00       0.00
       17       0.00       0.00       0.00       0.00       0.00
       18       0.00       0.00       0.00       0.00       0.00
       19       0.00       0.00       0.00       0.00       0.00
       20       0.00       0.00       0.00       0.00       0.00
       21       0.00       0.00       0.00       0.00       0.00
       22       0.00       0.00       0.00       0.00       0.00
       23       0.00       0.00       0.00       0.00       0.00
       24       0.00       0.00       0.00       0.00       0.00
       25       0.00       0.00       0.00       0.00       0.00
       26       0.00       0.00       0.00       0.00       0.00
       27       0.00       0.00       0.00       0.00       0.00
       28       0.00       0.00       0.00       0.00       0.00
       29       0.00       0.00       0.00       0.00       0.00
       30       0.00       0.00       0.00       0.00       0.00
       31       0.00       0.00       0.00       0.00       0.00
       32       0.00       0.00       0.00       0.00       0.00
       33       0.00       0.00       0.00       0.00       0.00
       34       0.00       0.00       0.00       0.00       0.00
       35       0.00       0.00       0.00       0.00       0.00
       36       0.00       0.00       0.00       0.00       0.00
       37       0.00       0.00       0.00       0.00       0.00
       38       0.00       0.00       0.00       0.00       0.00
       39       0.00       0.00       0.00       0.00       0.00
       40       0.00       0.00       0.00       0.00       0.00
       41       0.00       0.00       0.00       0.00       0.00
       42       0.00       0.00       0.00       0.00       0.00
       43       0.00       0.00       0.00       0.00       0.00
       44       0.00       0.00       0.00       0.00       0.00
       45       0.00       0.00       0.00       0.00       0.00
       46       0.00       0.00       0.00       0.00       0.00
       47       0.00       0.00       0.00       0.00       0.00
       48       0.00       0.00       0.00       0.00       0.00
       49       0.00       0.00       0.00       0.00       0.00
       50       0.00       0.00       0.00       0.00       0.00
       51       0.00       0.00       0.00       0.00       0.00
       52       0.00       0.00       0.00       0.00       0.00
       53       0.00       0.00       0.00       0.00       0.00
       54       0.00       0.00       0.00       0.00       0.00
       55       0.00       0.00       0.00       0.00       0.00
       56       0.00       0.00       0.00       0.00       0.00
       57       0.00       0.00       0.00       0.00       0.00
       58       0.00       0.00       0.00       0.00       0.00
       59       0.00       0.00       0.00       0.00       0.00
       60       0.00       0.00       0.00       0.00       0.00
       61       0.00       0.00       0.00       0.00       0.00
       62       0.00       0.00       0.00       0.00       0.00
       63       0.00       0.00       0.00       0.00       0.00
       64       0.00       0.00       0.00       0.00       0.00
       65       0.00       0.00       0.00       0.00       0.00
       66       0.00       0.00       0.00       0.00       0.00
       67       0.00       0.00       0.00       0.00       0.00
       68       0.00       0.00       0.00       0.00       0.00
       69       0.00       0.00       0.00       0.00       0.00
       70       0.00       0.00       0.00       0.00       0.00
       71       0.00       0.00       0.00       0.00       0.00
       72       0.00       0.00       0.00       0.00       0.00
       73       0.00       0.00       0.00       0.00       0.00
       74       0.00       0.00       0.00       0.00       0.00
       75       0.00       0.00       0.00       0.00       0.00
       76       0.00       0.00       0.00       0.00       0.00
       77       0.00       0.00       0.00       0.00       0.00
       78       0.00       0.00       0.00       0.00       0.00
       79       0.00       0.00       0.00       0.00       0.00
       80       0.00       0.00       0.00       0.00       0.00
       81       0.00       0.00       0.00       0.00       0.00
       82       0.00       0.00       0.00       0.00       0.00
       83       0.00       0.00       0.00       0.00       0.00
       84       0.00       0.00       0.00       0.00       0.00
       85       0.00       0.00       0.00       0.00       0.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
       96       0.00       0.00       0.00       0.00       0.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 4: Pop 4)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0      10.00      10.00      10.00      10.00      10.00
        1       2.00       8.85      12.22      15.58      26.00
        2       2.00       9.16      13.79      18.43      28.00
        3       0.00       9.50      14.95      20.40      35.00
        4       0.00       9.93      15.50      21.07      31.00
        5       0.00      10.51      16.35      22.19      39.00
        6       0.00      10.87      16.72      22.57      34.00
        7       0.00      11.16      16.94      22.73      35.00
        8       0.00      11.45      17.10      22.75      35.00
        9       0.00       6.64       9.82      13.00      22.00
       10       0.00       2.78       5.09       7.40      12.00
       11       0.00       1.91       4.21       6.51      12.00
       12       0.00       1.43       3.80       6.17      14.00
       13       0.00       1.05       3.46       5.88      12.00
       14       0.00       0.69       3.16       5.63      14.00
       15       0.00       0.41       2.88       5.35      13.00
       16       0.00       0.27       2.61       4.96      11.00
       17       0.00       0.09       2.44       4.80      11.00
       18       0.00      -0.05       2.40       4.85      13.00
       19       0.00      -0.21       2.27       4.76      11.00
       20       0.00      -0.40       2.12       4.63      13.00
       21       0.00      -0.47       1.90       4.27      13.00
       22       0.00      -0.56       1.80       4.16      12.00
       23       0.00      -0.60       1.69       3.98      11.00
       24       0.00      -0.66       1.57       3.79      12.00
       25       0.00      -0.73       1.50       3.74      16.00
       26       0.00      -0.82       1.47       3.75      11.00
       27       0.00      -0.82       1.32       3.47      12.00
       28       0.00      -0.88       1.22       3.32      11.00
       29       0.00      -0.91       1.17       3.26      12.00
       30       0.00      -0.93       1.09       3.11      10.00
       31       0.00      -1.04       1.07       3.17      12.00
       32       0.00      -0.97       0.94       2.85      11.00
       33       0.00      -0.99       0.90       2.78       9.00
       34       0.00      -0.99       0.85       2.69      11.00
       35       0.00      -1.02       0.81       2.65      11.00
       36       0.00      -1.03       0.75       2.52      10.00
       37       0.00      -1.00       0.68       2.37      12.00
       38       0.00      -1.07       0.68       2.42      14.00
       39       0.00      -1.01       0.61       2.23      12.00
       40       0.00      -1.00       0.55       2.09      10.00
       41       0.00      -1.01       0.51       2.03      13.00
       42       0.00      -1.01       0.49       1.99      11.00
       43       0.00      -1.01       0.46       1.93      13.00
       44       0.00      -0.98       0.43       1.84      10.00
       45       0.00      -1.02       0.44       1.89      10.00
       46       0.00      -0.94       0.39       1.71       9.00
       47       0.00      -0.89       0.32       1.54      10.00
       48       0.00      -0.91       0.32       1.54      12.00
       49       0.00      -0.92       0.32       1.55      11.00
       50       0.00      -0.89       0.31       1.50      10.00
       51       0.00      -0.86       0.27       1.40      10.00
       52       0.00      -0.90       0.27       1.44       9.00
       53       0.00      -0.80       0.22       1.24       9.00
       54       0.00      -0.77       0.20       1.17       9.00
       55       0.00      -0.83       0.21       1.25      11.00
       56       0.00      -0.77       0.19       1.14      10.00
       57       0.00      -0.78       0.19       1.15       8.00
       58       0.00      -0.78       0.17       1.11       9.00
       59       0.00      -0.72       0.16       1.04      10.00
       60       0.00      -0.64       0.13       0.90       8.00
       61       0.00      -0.55       0.11       0.77       8.00
       62       0.00      -0.61       0.11       0.84       9.00
       63       0.00      -0.63       0.11       0.85      13.00
       64       0.00      -0.61       0.11       0.84       8.00
       65       0.00      -0.71       0.11       0.93      14.00
       66       0.00      -0.58       0.10       0.78       9.00
       67       0.00      -0.66       0.10       0.86      12.00
       68       0.00      -0.61       0.09       0.80       9.00
       69       0.00      -0.62       0.09       0.80      13.00
       70       0.00      -0.55       0.08       0.71       9.00
       71       0.00      -0.46       0.06       0.59       6.00
       72       0.00      -0.51       0.06       0.64      10.00
       73       0.00      -0.43       0.05       0.53       9.00
       74       0.00      -0.35       0.04       0.44       5.00
       75       0.00      -0.37       0.04       0.45       5.00
       76       0.00      -0.35       0.04       0.42       6.00
       77       0.00      -0.30       0.03       0.37       6.00
       78       0.00      -0.44       0.05       0.54       8.00
       79       0.00      -0.36       0.04       0.44       8.00
       80       0.00      -0.37       0.04       0.44       9.00
       81       0.00      -0.30       0.03       0.36       7.00
       82       0.00      -0.27       0.02       0.32       6.00
       83       0.00      -0.30       0.02       0.35       8.00
       84       0.00      -0.28       0.02       0.32       6.00
       85       0.00      -0.20       0.01       0.23       5.00
       86       0.00      -0.23       0.01       0.26       5.00
       87       0.00      -0.30       0.02       0.33       7.00
       88       0.00      -0.30       0.02       0.34       7.00
       89       0.00      -0.27       0.02       0.31       6.00
       90       0.00      -0.32       0.02       0.36       7.00
       91       0.00      -0.29       0.02       0.33       6.00
       92       0.00      -0.30       0.02       0.33       7.00
       93       0.00      -0.27       0.02       0.30       6.00
       94       0.00      -0.35       0.02       0.39      10.00
       95       0.00      -0.33       0.02       0.37      10.00
       96       0.00      -0.17       0.01       0.19       5.00
       97       0.00      -0.18       0.01       0.20       5.00
       98       0.00      -0.16       0.01       0.17       5.00
       99       0.00      -0.27       0.01       0.30       8.00
      100       0.00      -0.15       0.01       0.17       4.00

Trajectory summary (Population 5: Pop 5)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       5.00       5.00       5.00       5.00       5.00
        1       0.00       3.51       5.90       8.29      16.00
        2       0.00       3.33       6.59       9.86      19.00
        3       0.00       3.23       6.93      10.64      19.00
        4       0.00       3.20       7.04      10.88      21.00
        5       0.00       3.23       7.20      11.16      21.00
        6       0.00       3.10       7.17      11.24      22.00
        7       0.00       3.09       7.24      11.40      21.00
        8       0.00       2.92       7.07      11.23      23.00
        9       0.00       2.87       7.09      11.31      20.00
       10       0.00       2.83       7.04      11.24      19.00
       11       0.00       2.62       6.90      11.18      21.00
       12       0.00       2.60       6.83      11.06      21.00
       13       0.00       2.46       6.70      10.95      19.00
       14       0.00       2.38       6.70      11.01      18.00
       15       0.00       2.16       6.56      10.96      22.00
       16       0.00       2.09       6.52      10.95      20.00
       17       0.00       2.00       6.52      11.03      23.00
       18       0.00       1.82       6.30      10.79      21.00
       19       0.00       1.61       6.11      10.62      22.00
       20       0.00       1.61       6.20      10.80      22.00
       21       0.00       1.47       6.11      10.75      21.00
       22       0.00       1.52       6.07      10.62      20.00
       23       0.00       1.32       6.10      10.88      22.00
       24       0.00       1.29       6.04      10.78      21.00
       25       0.00       1.23       5.93      10.64      19.00
       26       0.00       1.06       5.83      10.61      21.00
       27       0.00       1.00       5.81      10.62      19.00
       28       0.00       0.87       5.66      10.45      22.00
       29       0.00       0.86       5.45      10.04      19.00
       30       0.00       0.71       5.52      10.33      23.00
       31       0.00       0.75       5.46      10.18      21.00
       32       0.00       0.67       5.34      10.01      22.00
       33       0.00       0.58       5.31      10.03      20.00
       34       0.00       0.54       5.20       9.87      19.00
       35       0.00       0.49       5.08       9.67      19.00
       36       0.00       0.41       5.16       9.92      20.00
       37       0.00       0.34       5.09       9.83      19.00
       38       0.00       0.27       5.08       9.90      20.00
       39       0.00       0.22       5.06       9.91      21.00
       40       0.00       0.19       5.06       9.92      22.00
       41       0.00       0.09       4.87       9.65      21.00
       42       0.00      -0.03       4.71       9.46      20.00
       43       0.00      -0.05       4.70       9.45      20.00
       44       0.00      -0.12       4.57       9.26      25.00
       45       0.00      -0.12       4.45       9.03      21.00
       46       0.00      -0.22       4.45       9.12      21.00
       47       0.00      -0.22       4.42       9.06      24.00
       48       0.00      -0.31       4.44       9.19      19.00
       49       0.00      -0.37       4.36       9.09      20.00
       50       0.00      -0.47       4.39       9.25      21.00
       51       0.00      -0.41       4.19       8.79      18.00
       52       0.00      -0.51       4.23       8.97      20.00
       53       0.00      -0.59       4.37       9.32      21.00
       54       0.00      -0.61       4.25       9.12      22.00
       55       0.00      -0.59       4.20       9.00      21.00
       56       0.00      -0.61       4.08       8.77      20.00
       57       0.00      -0.72       4.11       8.94      19.00
       58       0.00      -0.69       4.04       8.78      20.00
       59       0.00      -0.70       3.98       8.66      21.00
       60       0.00      -0.82       4.07       8.96      24.00
       61       0.00      -0.80       4.02       8.83      21.00
       62       0.00      -0.79       3.93       8.64      20.00
       63       0.00      -0.77       3.82       8.41      19.00
       64       0.00      -0.82       3.89       8.61      19.00
       65       0.00      -0.89       3.82       8.54      20.00
       66       0.00      -0.82       3.74       8.30      20.00
